Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed (kph),Distance (m),Average_Q (PCUs),Capacity (PCUs),V_C (%),Delay (s),Total_Time (s),Net_Speed_kph (kph),Actual_Flow_Total (PCUs),Demand_Flow_Total (PCUs),Capacity_Indices,Fixed_Flow (PCUs),Actual_Flow_UC1 (PCUs),Actual_Flow_UC2 (PCUs),Actual_Flow_UC3 (PCUs),Actual_Flow_UC4 (PCUs),Actual_Flow_UC5 (PCUs),Actual_Flow_UC6 (PCUs),Actual_Flow_UC7 (PCUs),Actual_Flow_UC8 (PCUs),Actual_Flow_UC9 (PCUs),Actual_Flow_UC10 (PCUs),Actual_Flow_%_HGV (%),Demand_Flow_UC1 (PCUs),Demand_Flow_UC2 (PCUs),Demand_Flow_UC3 (PCUs),Demand_Flow_UC4 (PCUs),Demand_Flow_UC5 (PCUs),Demand_Flow_UC6 (PCUs),Demand_Flow_UC7 (PCUs),Demand_Flow_UC8 (PCUs),Demand_Flow_UC9 (PCUs),Demand_Flow_UC10 (PCUs),Demand_Flow_%_HGV (%),Car_Veh_Actual_Tot,LGV_Veh_Actual_Tot,HGV_Veh_Actual_Tot,Car_PCU_Actual_Tot,LGV_PCU_Actual_Tot,HGV_PCU_Actual_Tot,Car_Veh_Demand_Tot,LGV_Veh_Demand_Tot,HGV_Veh_Demand_Tot,Car_PCU_Demand_Tot,LGV_PCU_Demand_Tot,HGV_PCU_Demand_Tot,Fixed_Tot,Fixed_PCU_Tot,Period,wkt_geom
1139-1140,1139,1140,56198,32069,56204,32082,1,30,148,0,1250,3.45,0,17.76,30,43.07,43.1,0,0,5.48,1.72,1.15,0.35,1.17,16.6,9.86,5.17,1.23,0.32,0.007429765,5.48,1.72,1.15,0.35,1.17,16.61,9.87,5.18,1.24,0.32,0.742459397,41.5,1.23,0.139130435,41.5,1.23,0.32,41.53,1.24,0.139130435,41.53,1.24,0.32,0,0,IP,"LineString (56198 32069, 56204 32082)"
1133-1142,1133,1142,56246,31952,56251,31953,1,30,100,0,1250,11.61,0,12,30,145.08,145.11,0,0,5.91,15.23,1.56,2.73,5.86,23.5,56.73,18.27,13.04,2.25,0.015508685,5.91,15.23,1.56,2.73,5.86,23.5,56.74,18.28,13.04,2.25,1.55054786,129.79,13.04,0.97826087,129.79,13.04,2.25,129.81,13.04,0.97826087,129.81,13.04,2.25,0,0,IP,"LineString (56246 31952, 56251 31953)"
1139-1146,1139,1146,56198,32069,56204,32071,1,32,73,0,1522.28,6.02,1.75,9.96,26.38,91.65,91.73,0,4,13.58,2.03,2.17,0.46,4.99,38.41,9.57,12.84,3.43,0.16,0.001745772,13.59,2.04,2.18,0.46,5,38.44,9.58,12.85,3.43,0.16,0.174424943,84.05,3.43,0.069565217,84.05,3.43,0.16,84.14,3.43,0.069565217,84.14,3.43,0.16,2,4,IP,"LineString (56198 32069, 56204 32071)"
1148-1146,1148,1146,56229,32067,56204,32071,1,32,248,0,1885.85,3.26,0.99,28.89,30.91,61.42,61.43,0,8,3.23,2.33,0.59,0.74,3.79,7.56,19.75,10.73,4.27,0.43,0.007000977,3.23,2.33,0.59,0.74,3.79,7.56,19.76,10.73,4.27,0.43,0.699983721,48.72,4.27,0.186956522,48.72,4.27,0.43,48.73,4.27,0.186956522,48.73,4.27,0.43,4,8,IP,"LineString (56229 32067, 56204 32071)"
1147-1146,1147,1146,56200,32059,56204,32071,1,30,124,0,715.16,3.06,5.66,20.54,21.73,21.87,21.87,0,0,1.23,2.57,0.32,0.71,0.66,3.77,9.86,1.95,0.75,0.06,0.002743484,1.23,2.57,0.32,0.71,0.66,3.77,9.86,1.95,0.75,0.06,0.274348422,21.07,0.75,0.026086957,21.07,0.75,0.06,21.07,0.75,0.026086957,21.07,0.75,0.06,0,0,IP,"LineString (56200 32059, 56204 32071)"
1146-1147,1146,1147,56204,32071,56200,32059,1,30,124,0,1250,1.54,0,14.88,30,19.22,19.23,0,0,3.75,0.64,0.75,0.14,0.5,8.66,2.78,1.48,0.42,0.11,0.005723205,3.75,0.64,0.75,0.14,0.5,8.67,2.78,1.48,0.42,0.11,0.572022881,18.7,0.42,0.047826087,18.7,0.42,0.11,18.71,0.42,0.047826087,18.71,0.42,0.11,0,0,IP,"LineString (56204 32071, 56200 32059)"
1146-1148,1146,1148,56204,32071,56229,32067,1,32,248,0,1704.1,4.79,1.34,29.24,30.54,81.59,81.65,0,4,11.25,1.94,1.68,0.48,4.76,32.6,9.31,12.25,3.11,0.22,0.002696409,11.25,1.94,1.68,0.48,4.76,32.62,9.32,12.26,3.12,0.22,0.269442743,74.27,3.11,0.095652174,74.27,3.11,0.22,74.31,3.12,0.095652174,74.31,3.12,0.22,2,4,IP,"LineString (56204 32071, 56229 32067)"
1120-1148,1120,1148,56253,32070,56229,32067,1,32,244,0,1519.66,4.43,1.24,28.69,30.62,67.26,67.28,0,8,4.65,2.62,0.86,0.8,3.99,9.88,20.46,10.91,4.4,0.68,0.010110021,4.65,2.63,0.86,0.8,3.99,9.88,20.46,10.92,4.4,0.68,1.010701546,54.17,4.4,0.295652174,54.17,4.4,0.68,54.19,4.4,0.295652174,54.19,4.4,0.68,4,8,IP,"LineString (56253 32070, 56229 32067)"
1149-1148,1149,1148,56233,32060,56229,32067,1,30,115,0,610.85,1.65,6.16,19.96,20.74,10.07,10.07,0,0,1,0.94,0.18,0.25,0.31,1.9,4.29,0.56,0.53,0.13,0.012909633,1,0.94,0.18,0.25,0.31,1.9,4.29,0.56,0.53,0.13,1.290963257,9.43,0.53,0.056521739,9.43,0.53,0.13,9.43,0.53,0.056521739,9.43,0.53,0.13,0,0,IP,"LineString (56233 32060, 56229 32067)"
1148-1149,1148,1149,56229,32067,56233,32060,1,30,115,0,1250,1,0,13.8,30,12.51,12.52,0,0,2.06,1.02,0.4,0.16,0.36,4.6,2.67,0.44,0.56,0.25,0.019984013,2.06,1.02,0.4,0.16,0.36,4.6,2.67,0.44,0.56,0.25,1.996805112,11.71,0.56,0.108695652,11.71,0.56,0.25,11.71,0.56,0.108695652,11.71,0.56,0.25,0,0,IP,"LineString (56229 32067, 56233 32060)"
1005-1201,1005,1201,56455,32240,56455,32269,1,48,299,0,1250,32.19,0,22.42,48,402.37,405.49,0,5.95,77.42,12.94,6.89,0.6,4.54,175.2,19.81,14.92,35.13,48.98,0.121728757,78.02,13.04,6.95,0.6,4.58,176.56,19.96,15.03,35.41,49.36,12.17292658,312.32,35.13,21.29565217,312.32,35.13,48.98,314.74,35.41,21.46086957,314.74,35.41,49.36,2.975,5.95,IP,"LineString (56455 32240, 56455 32269)"
1215-1202,1215,1202,56678,32300,56679,32303,1,80,38,0,1250,58.36,0,1.71,80,729.47,733.45,0,13.92,87.63,23.83,13.02,2.75,12.63,352.35,84.91,41.83,71.14,25.45,0.034888344,88.11,23.96,13.09,2.77,12.69,354.27,85.38,42.06,71.53,25.59,3.488990388,618.95,71.14,11.06521739,618.95,71.14,25.45,622.33,71.53,11.12608696,622.33,71.53,25.59,6.96,13.92,IP,"LineString (56678 32300, 56679 32303)"
1216-1203,1216,1203,56680,32298,56697,32302,1,80,179,0,1250,42.26,0,8.05,80,528.22,529.79,0,7.98,99.93,22.51,17.54,5.18,18.26,146.31,53.05,17.31,74.65,65.51,0.124020295,100.22,22.57,17.59,5.19,18.31,146.75,53.21,17.36,74.87,65.7,12.40114007,380.09,74.65,28.4826087,380.09,74.65,65.51,381.2,74.87,28.56521739,381.2,74.87,65.7,3.99,7.98,IP,"LineString (56680 32298, 56697 32302)"
1321-1204,1321,1204,56893,31962,56625,32000,1,80,2689,0,1730,18.59,5.14,126.14,76.74,321.56,321.57,18,6,2.65,42.42,1.48,7.4,9.17,29.44,141.61,19.75,42.51,19.13,0.05949123,2.65,42.42,1.48,7.4,9.17,29.44,141.61,19.75,42.51,19.13,5.948938023,253.92,42.51,8.317391304,253.92,42.51,19.13,253.92,42.51,8.317391304,253.92,42.51,19.13,3,6,IP,"LineString (56893 31962, 56625 32000)"
1110-1204,1110,1204,56537,32019,56625,32000,1,80,910,0,1730,20.73,0,40.95,80,358.67,359.07,0,4,45.02,1.41,6.86,0.91,3.53,166.79,47.45,22.6,39.78,20.32,0.056653749,45.07,1.41,6.87,0.91,3.53,166.98,47.5,22.63,39.82,20.34,5.664633637,294.57,39.78,8.834782609,294.57,39.78,20.32,294.9,39.82,8.843478261,294.9,39.82,20.34,2,4,IP,"LineString (56537 32019, 56625 32000)"
2819-1206,2819,1206,56333,31792,56331,31770,1,64,220,0,1724.74,56.04,3.63,16.01,49.47,966.48,966.84,49,8,96.78,16.22,16.25,6.88,28.05,287.38,124.46,62.52,123.03,196.92,0.20374969,96.81,16.23,16.26,6.88,28.06,287.49,124.51,62.54,123.07,196.99,20.37462248,638.54,123.03,85.6173913,638.54,123.03,196.92,638.78,123.07,85.64782609,638.78,123.07,196.99,4,8,IP,"LineString (56333 31792, 56331 31770)"
2737-1206,2737,1206,56341,31767,56331,31770,1,30,100,0.04,215.76,6.42,17.54,29.54,12.19,13.85,13.85,0,0,1.14,0.29,0.34,0.08,0.72,4.48,1.54,1.75,1.8,1.7,0.122743682,1.14,0.29,0.34,0.08,0.72,4.48,1.54,1.75,1.8,1.7,12.27436823,10.34,1.8,0.739130435,10.34,1.8,1.7,10.34,1.8,0.739130435,10.34,1.8,1.7,0,0,IP,"LineString (56341 31767, 56331 31770)"
2506-1206,2506,1206,56312,31706,56331,31770,1,64,681,0,1721.08,54.36,5.76,44.06,55.64,935.52,935.53,49,10,36.41,49.33,9.08,13.36,25.6,155.73,252.65,54.73,115.38,213.24,0.227937404,36.41,49.33,9.08,13.36,25.6,155.73,252.66,54.73,115.38,213.25,22.79456565,596.89,115.38,92.71304348,596.89,115.38,213.24,596.9,115.38,92.7173913,596.9,115.38,213.25,5,10,IP,"LineString (56312 31706, 56331 31770)"
1221-1208,1221,1208,56068,31863,56038,31823,1,96,470,0,1730,49.88,0,17.63,96,862.85,863.03,0,4,78.63,27.19,14.7,7.27,21.43,270.42,125.18,45.15,146.64,122.24,0.141670047,78.65,27.2,14.7,7.27,21.43,270.47,125.2,45.16,146.67,122.27,14.16752604,589.97,146.64,53.14782609,589.97,146.64,122.24,590.08,146.67,53.16086957,590.08,146.67,122.27,2,4,IP,"LineString (56068 31863, 56038 31823)"
1338-1208,1338,1208,55734,31709,56038,31823,1,96,3300,0,1730,49.01,16.83,140.58,84.51,847.88,847.88,17,6,41.49,55.71,8.1,17.14,25.61,129.25,302.21,46.17,130.47,85.73,0.101111006,41.49,55.71,8.1,17.14,25.61,129.25,302.21,46.17,130.47,85.73,10.11110063,625.68,130.47,37.27391304,625.68,130.47,85.73,625.68,130.47,37.27391304,625.68,130.47,85.73,3,6,IP,"LineString (55734 31709, 56038 31823)"
1230-1209,1230,1209,56058,31884,56033,31899,2,96,290,0,2500,38.41,0.64,11.51,90.69,960.23,960.34,6,0,60.02,24.15,16.16,7.38,21.72,264.45,138.28,46.97,133.13,247.97,0.258240213,60.02,24.15,16.16,7.39,21.72,264.48,138.3,46.98,133.15,248,25.82418727,579.13,133.13,107.8130435,579.13,133.13,247.97,579.2,133.15,107.826087,579.2,133.15,248,0,0,IP,"LineString (56058 31884, 56033 31899)"
1340-1209,1340,1209,55729,31913,56033,31899,1,96,3090,0,1730,47.76,23.62,139.5,79.74,826.26,826.26,8,0,20.58,51.16,6.4,15.36,19.33,112.92,257.7,37.47,105.14,200.21,0.242308716,20.58,51.16,6.4,15.36,19.33,112.92,257.7,37.47,105.14,200.21,24.23087164,520.92,105.14,87.04782609,520.92,105.14,200.21,520.92,105.14,87.04782609,520.92,105.14,200.21,0,0,IP,"LineString (55729 31913, 56033 31899)"
5010-1210,5010,1210,56073,31969,56030,31992,1,64,514,0,1980,8.88,0,28.91,64,175.92,175.93,0,6,14.04,2.06,4.34,0.31,1.59,102.58,7.84,5.26,6.45,25.43,0.144554343,14.04,2.06,4.34,0.31,1.59,102.59,7.84,5.26,6.45,25.43,14.45461263,138.02,6.45,11.05652174,138.02,6.45,25.43,138.03,6.45,11.05652174,138.03,6.45,25.43,3,6,IP,"LineString (56073 31969, 56030 31992)"
1342-1210,1342,1210,56017,32000,56030,31992,1,64,151,0,1980,8.81,0,8.49,64,174.38,174.38,31,4,3.24,10.3,0.48,2.59,1.45,9.25,82.85,4.79,20.92,34.5,0.197843789,3.24,10.3,0.48,2.59,1.45,9.25,82.85,4.79,20.92,34.5,19.78437894,114.95,20.92,15,114.95,20.92,34.5,114.95,20.92,15,114.95,20.92,34.5,2,4,IP,"LineString (56017 32000, 56030 31992)"
2068-1211,2068,1211,56115,32046,56038,32057,1,30,300,0,799.76,6.88,5.42,41.42,26.08,55.03,55.03,0,0,3.01,1.65,0.46,0.46,1.64,8.53,9.62,3.63,8.13,17.91,0.325458841,3.01,1.65,0.46,0.46,1.64,8.53,9.62,3.63,8.13,17.91,32.54588406,29,8.13,7.786956522,29,8.13,17.91,29,8.13,7.786956522,29,8.13,17.91,0,0,IP,"LineString (56115 32046, 56038 32057)"
2067-1211,2067,1211,56116,32036,56038,32057,1,48,806,0,814.49,5.93,5.24,65.69,44.17,48.3,48.3,0,2,2.02,1.58,0.58,0.32,1.53,9.47,6.03,3.23,3.01,18.53,0.383643892,2.02,1.58,0.58,0.32,1.53,9.47,6.03,3.23,3.01,18.53,38.36438923,24.76,3.01,8.056521739,24.76,3.01,18.53,24.76,3.01,8.056521739,24.76,3.01,18.53,1,2,IP,"LineString (56116 32036, 56038 32057)"
1343-1211,1343,1211,55955,32023,56038,32057,1,48,1048,0,1600,0.45,1.13,79.73,47.32,7.28,7.28,43,0,0.09,1.06,0.06,0.21,0.2,1.08,3.93,0.4,0.17,0.07,0.009615385,0.09,1.06,0.06,0.21,0.2,1.08,3.93,0.4,0.17,0.07,0.961538462,7.03,0.17,0.030434783,7.03,0.17,0.07,7.03,0.17,0.030434783,7.03,0.17,0.07,0,0,IP,"LineString (55955 32023, 56038 32057)"
1029-1212,1029,1212,56185,32071,56151,32083,1,30,359,0,1250,4.36,0,43.08,30,54.47,54.5,0,0,0.5,7.53,0.12,1.33,3.07,2,25.12,6.69,6.42,1.68,0.030842666,0.5,7.54,0.12,1.33,3.07,2,25.14,6.69,6.42,1.68,3.082568807,46.36,6.42,0.730434783,46.36,6.42,1.68,46.39,6.42,0.730434783,46.39,6.42,1.68,0,0,IP,"LineString (56185 32071, 56151 32083)"
1008-1213,1008,1213,56205,32130,56162,32145,1,30,465,0,1250,22.56,0,55.8,30,282.04,282.38,0,0,3.04,33.24,0.6,6.39,16.76,11.6,119.91,36.22,41.87,12.41,0.044000851,3.04,33.28,0.6,6.4,16.78,11.61,120.06,36.27,41.92,12.42,4.398328494,227.76,41.87,5.395652174,227.76,41.87,12.41,228.04,41.92,5.4,228.04,41.92,12.42,0,0,IP,"LineString (56205 32130, 56162 32145)"
1217-1214,1217,1214,56677,32295,56674,32298,2,48,44,0,3838.77,37.1,0.75,4.05,39.16,1424,1424.87,0,19.99,170.73,91.77,28,13.9,31.73,422.78,256.68,59.4,155.45,173.56,0.121882022,170.83,91.83,28.01,13.91,31.75,423.04,256.84,59.44,155.55,173.66,12.18777853,1074.99,155.45,75.46086957,1074.99,155.45,173.56,1075.65,155.55,75.50434783,1075.65,155.55,173.66,9.995,19.99,IP,"LineString (56677 32295, 56674 32298)"
1006-1214,1006,1214,56560,32263,56674,32298,1,80,1193,0.35,1250,53.86,12.55,66.24,64.84,673.26,680.88,26,5.93,63.47,41.16,8.82,6.47,10.49,216.03,122.87,27.55,82.21,88.26,0.131093485,64.19,41.63,8.92,6.55,10.61,218.47,124.26,27.86,83.14,89.26,13.10950535,496.86,82.21,38.37391304,496.86,82.21,88.26,502.49,83.14,38.80869565,502.49,83.14,89.26,2.965,5.93,IP,"LineString (56560 32263, 56674 32298)"
1214-1215,1214,1215,56674,32298,56678,32300,2,48,56,0,3830,38.83,0.51,4.71,42.81,1487.24,1495.35,0,21.88,192.88,73.93,30.96,12.58,33.65,506.31,220.92,65.37,174.82,153.95,0.103513892,193.93,74.33,31.13,12.65,33.83,509.07,222.13,65.72,175.77,154.79,10.35142274,1136.6,174.82,66.93478261,1136.6,174.82,153.95,1142.79,175.77,67.3,1142.79,175.77,154.79,10.94,21.88,IP,"LineString (56674 32298, 56678 32300)"
1202-1215,1202,1215,56679,32303,56678,32300,2,80,38,0.16,1759.84,35.86,4.89,6.6,20.73,631.09,631.09,0,12,26.52,56.63,2.74,8.97,11.52,78.98,277.6,38.54,76.28,41.28,0.065410639,26.52,56.63,2.74,8.97,11.52,78.98,277.6,38.54,76.28,41.28,6.541063874,501.5,76.28,17.94782609,501.5,76.28,41.28,501.5,76.28,17.94782609,501.5,76.28,41.28,6,12,IP,"LineString (56679 32303, 56678 32300)"
1215-1216,1215,1216,56678,32300,56680,32298,2,48,35,0,3845.54,36.12,0.73,3.36,37.53,1388.85,1392.99,0,19.94,131.95,106.68,20.73,18.8,32.56,233.09,413.12,62.02,179.99,169.97,0.122381827,132.34,107,20.79,18.85,32.66,233.79,414.35,62.21,180.52,170.48,12.23842239,1018.95,179.99,73.9,1018.95,179.99,169.97,1021.99,180.52,74.12173913,1021.99,180.52,170.48,9.97,19.94,IP,"LineString (56678 32300, 56680 32298)"
1203-1216,1203,1216,56697,32302,56680,32298,1,80,179,0.28,1250,46.46,7.42,15.47,41.65,580.75,580.75,0,6,24.58,89.59,4.91,15.54,15.18,66.01,186.45,19.66,66.54,86.29,0.148583728,24.58,89.59,4.91,15.54,15.18,66.01,186.45,19.66,66.54,86.29,14.85837279,421.92,66.54,37.5173913,421.92,66.54,86.29,421.92,66.54,37.5173913,421.92,66.54,86.29,3,6,IP,"LineString (56697 32302, 56680 32298)"
1216-1217,1216,1217,56680,32298,56677,32295,2,48,52,0,3750,38.44,0.58,4.48,41.8,1441.39,1443.95,0,17.97,56.6,173.7,8.09,29.15,29.48,152.77,546.62,64.39,171.88,190.73,0.13232366,56.7,174.01,8.11,29.2,29.53,153.04,547.59,64.51,172.19,191.07,13.23245265,1060.8,171.88,82.92608696,1060.8,171.88,190.73,1062.69,172.19,83.07391304,1062.69,172.19,191.07,8.985,17.97,IP,"LineString (56680 32298, 56677 32295)"
1010-1217,1010,1217,56629,32215,56677,32295,2,96,934,0.17,1980,52.58,12.7,47.73,70.45,1041.11,1041.32,17,16,160.45,34.5,25.55,6.34,25.35,375.84,106.04,44.98,111.4,134.66,0.129342721,160.48,34.51,25.55,6.35,25.35,375.91,106.07,44.99,111.43,134.69,12.93454462,779.05,111.4,58.54782609,779.05,111.4,134.66,779.21,111.43,58.56086957,779.21,111.43,134.69,8,16,IP,"LineString (56629 32215, 56677 32295)"
1235-1218,1235,1218,56068,31871,56074,31878,2,48,100,0,3200,29.87,0.8,8.3,43.36,955.68,955.8,0,6,47.69,59.58,9.3,17.73,27.24,149.64,312.29,49.17,136.47,140.59,0.147109911,47.69,59.59,9.3,17.73,27.24,149.65,312.33,49.18,136.49,140.61,14.71123666,672.64,136.47,61.12608696,672.64,136.47,140.59,672.71,136.49,61.13478261,672.71,136.49,140.61,3,6,IP,"LineString (56068 31871, 56074 31878)"
1230-1218,1230,1218,56058,31884,56074,31878,2,80,163,0.37,1506.9,54.83,6.57,13.9,42.22,826.26,826.26,5,0,20.58,51.16,6.4,15.36,19.33,112.92,257.7,37.47,105.14,200.21,0.242308716,20.58,51.16,6.4,15.36,19.33,112.92,257.7,37.47,105.14,200.21,24.23087164,520.92,105.14,87.04782609,520.92,105.14,200.21,520.92,105.14,87.04782609,520.92,105.14,200.21,0,0,IP,"LineString (56058 31884, 56074 31878)"
1236-1219,1236,1219,56076,31879,56081,31882,1,48,70,0,1980,22.09,0,5.25,48,437.35,437.38,0,4,15.07,42.51,2.85,10.39,10.88,47.52,162.2,20.1,62.07,59.76,0.136641134,15.07,42.51,2.85,10.39,10.88,47.52,162.21,20.1,62.08,59.76,13.66317619,311.52,62.07,25.9826087,311.52,62.07,59.76,311.53,62.08,25.9826087,311.53,62.08,59.76,2,4,IP,"LineString (56076 31879, 56081 31882)"
1081-1219,1081,1219,56100,31907,56081,31882,1,64,310,0,977,38.92,0.62,18.06,61.79,380.22,380.22,34,4,22.77,24.14,3.75,6.3,9.72,61.01,113.86,20.13,49.69,64.85,0.17055915,22.77,24.14,3.75,6.3,9.72,61.01,113.86,20.13,49.69,64.85,17.055915,261.68,49.69,28.19565217,261.68,49.69,64.85,261.68,49.69,28.19565217,261.68,49.69,64.85,2,4,IP,"LineString (56100 31907, 56081 31882)"
1237-1220,1237,1220,56080,31877,56081,31873,2,48,28,0,3200,53.9,1.22,3.32,30.37,1724.82,1724.91,0,6,75.96,92.36,16.6,29,45.41,276.05,521.65,86.68,229.23,345.89,0.200536868,75.97,92.37,16.6,29,45.41,276.06,521.68,86.68,229.24,345.91,20.05379991,1143.71,229.23,150.3869565,1143.71,229.23,345.89,1143.77,229.24,150.3956522,1143.77,229.24,345.91,3,6,IP,"LineString (56080 31877, 56081 31873)"
1234-1221,1234,1221,56073,31865,56068,31863,2,96,62,0,3960,21.79,0,2.33,96,862.85,863.03,0,4,78.63,27.19,14.7,7.27,21.43,270.42,125.18,45.15,146.64,122.24,0.141670047,78.65,27.2,14.7,7.27,21.43,270.47,125.2,45.16,146.67,122.27,14.16752604,589.97,146.64,53.14782609,589.97,146.64,122.24,590.08,146.67,53.16086957,590.08,146.67,122.27,2,4,IP,"LineString (56073 31865, 56068 31863)"
1208-1221,1208,1221,56038,31823,56068,31863,2,96,470,0,3960,21.41,0,17.63,96,847.88,847.88,0,6,41.49,55.71,8.1,17.14,25.61,129.25,302.21,46.17,130.47,85.73,0.101111006,41.49,55.71,8.1,17.14,25.61,129.25,302.21,46.17,130.47,85.73,10.11110063,625.68,130.47,37.27391304,625.68,130.47,85.73,625.68,130.47,37.27391304,625.68,130.47,85.73,3,6,IP,"LineString (56038 31823, 56068 31863)"
1089-1224,1089,1224,56337,31819,56351,31803,2,64,200,0.07,2726.99,35.76,10.94,22.19,32.45,975.22,975.75,0,6,102.58,35.53,18.42,10.88,42.74,279.25,172.23,80.23,118.57,108.79,0.111554316,102.63,35.55,18.43,10.89,42.77,279.4,172.32,80.27,118.64,108.85,11.15552139,741.86,118.57,47.3,741.86,118.57,108.79,742.26,118.64,47.32608696,742.26,118.64,108.85,3,6,IP,"LineString (56337 31819, 56351 31803)"
2885-1224,2885,1224,56394,31747,56351,31803,2,80,741,0.14,1693.8,41.05,16.23,49.58,53.81,695.35,695.36,18,6,18.63,54.12,6.84,9.74,29.52,127.4,185.36,64.21,82.99,110.55,0.158984684,18.63,54.12,6.84,9.74,29.52,127.4,185.36,64.21,82.99,110.55,15.89823976,495.82,82.99,48.06521739,495.82,82.99,110.55,495.82,82.99,48.06521739,495.82,82.99,110.55,3,6,IP,"LineString (56394 31747, 56351 31803)"
1086-1224,1086,1224,56293,31816,56351,31803,2,64,610,0.05,1936.76,31.93,16.8,51.11,42.96,618.5,618.53,16,0,33.15,14.33,6.74,7.31,16.31,108.98,129.79,30.97,72.97,197.96,0.320064673,33.15,14.33,6.74,7.31,16.31,108.98,129.8,30.97,72.98,197.97,32.00653162,347.58,72.97,86.06956522,347.58,72.97,197.96,347.59,72.98,86.07391304,347.59,72.98,197.97,0,0,IP,"LineString (56293 31816, 56351 31803)"
7033-1226,7033,1226,56484,32241,56523,32251,1,64,400,0.03,2364.46,29.17,1.51,24.01,59.98,689.65,699.75,0,3.94,95.66,25.24,12.23,4,11.65,272.63,80.61,30.16,83.03,70.5,0.102225767,97.06,25.61,12.41,4.06,11.82,276.63,81.79,30.6,84.25,71.53,10.22222222,532.18,83.03,30.65217391,532.18,83.03,70.5,539.98,84.25,31.1,539.98,84.25,71.53,1.97,3.94,IP,"LineString (56484 32241, 56523 32251)"
7032-1226,7032,1226,56529,32254,56523,32251,1,64,75,0,1885.95,34.87,1.46,5.68,47.51,657.59,657.92,0,4,31.71,79.78,4.84,10.57,9.04,113.52,214.31,22.57,65.55,101.71,0.154670844,31.73,79.82,4.85,10.57,9.04,113.57,214.41,22.58,65.58,101.76,15.46692607,486.34,65.55,44.22173913,486.34,65.55,101.71,486.57,65.58,44.24347826,486.57,65.58,101.76,2,4,IP,"LineString (56529 32254, 56523 32251)"
1227-1226,1227,1226,56519,32204,56523,32251,2,30,600,0.14,902.81,13.84,9.89,81.89,26.38,124.99,124.99,0,2,1.98,22.13,0.35,2.53,2.53,6.58,40.92,5.58,17.3,23.09,0.184734779,1.98,22.13,0.35,2.53,2.53,6.58,40.92,5.58,17.3,23.09,18.47347788,82.6,17.3,10.03913043,82.6,17.3,23.09,82.6,17.3,10.03913043,82.6,17.3,23.09,1,2,IP,"LineString (56519 32204, 56523 32251)"
1226-1227,1226,1227,56523,32251,56519,32204,1,30,600,0,1250,8.73,0,72,30,109.13,110.02,0,0,17.46,3.16,2.28,0.36,2.76,31.88,6.91,6,15.18,23.14,0.212040685,17.6,3.18,2.3,0.36,2.78,32.14,6.96,6.05,15.31,23.33,21.20523541,70.81,15.18,10.06086957,70.81,15.18,23.14,71.37,15.31,10.14347826,71.37,15.31,23.33,0,0,IP,"LineString (56523 32251, 56519 32204)"
1008-1228,1008,1228,56205,32130,56200,32102,1,64,303,1.83,990,61.14,15.97,33.01,33.04,605.27,606.32,31,5.99,29.32,76.31,5.02,10.04,22.26,92.99,188.72,50.48,79.08,45.05,0.074429593,29.37,76.44,5.03,10.06,22.3,93.15,189.05,50.57,79.22,45.13,7.443264283,475.14,79.08,19.58695652,475.14,79.08,45.05,475.97,79.22,19.62173913,475.97,79.22,45.13,2.995,5.99,IP,"LineString (56205 32130, 56200 32102)"
1029-1228,1029,1228,56185,32071,56200,32102,1,64,341,1.79,990,60.2,15.81,34.99,35.08,595.96,596.03,31,6,78.68,19.32,8.97,5.38,28.23,169.36,100.46,61.66,77.7,40.21,0.067470971,78.69,19.33,8.97,5.38,28.23,169.38,100.47,61.66,77.71,40.21,6.746304716,472.06,77.7,17.4826087,472.06,77.7,40.21,472.11,77.71,17.4826087,472.11,77.71,40.21,3,6,IP,"LineString (56185 32071, 56200 32102)"
1235-1230,1235,1230,56068,31871,56058,31884,2,96,172,0,3440,27.91,0.08,6.53,94.86,960.23,960.34,19,0,60.02,24.15,16.16,7.38,21.72,264.45,138.28,46.97,133.13,247.97,0.258240213,60.02,24.15,16.16,7.39,21.72,264.48,138.3,46.98,133.15,248,25.82418727,579.13,133.13,107.8130435,579.13,133.13,247.97,579.2,133.15,107.826087,579.2,133.15,248,0,0,IP,"LineString (56068 31871, 56058 31884)"
1209-1230,1209,1230,56033,31899,56058,31884,2,96,290,0,3483,23.72,0.45,11.33,92.18,826.26,826.26,6,0,20.58,51.16,6.4,15.36,19.33,112.92,257.7,37.47,105.14,200.21,0.242308716,20.58,51.16,6.4,15.36,19.33,112.92,257.7,37.47,105.14,200.21,24.23087164,520.92,105.14,87.04782609,520.92,105.14,200.21,520.92,105.14,87.04782609,520.92,105.14,200.21,0,0,IP,"LineString (56033 31899, 56058 31884)"
1234-1231,1234,1231,56073,31865,56068,31868,2,48,69,0,3200,33.38,0.84,6.02,41.27,1068.03,1068.26,0,0,66.21,28.02,17.35,7.97,23.35,284.82,148.38,49.98,139.13,302.82,0.283531361,66.23,28.02,17.35,7.98,23.35,284.88,148.41,49.99,139.16,302.88,28.35264823,626.08,139.13,131.6608696,626.08,139.13,302.82,626.21,139.16,131.6869565,626.21,139.16,302.88,0,0,IP,"LineString (56073 31865, 56068 31868)"
