link_id,length_m,road_type
4000000009304630A,458.4861682,Mainline
4000000009304632A,656.0189655,Mainline
4000000009304633A,312.3556051,Slip Road
4000000009304637A,309.0252458,Mainline
4000000009304639A,756.1432531,Mainline
4000000009304647A,342.2328094,Mainline
4000000009304652A,355.1186778,Slip Road
4000000009304653A,274.1561041,Mainline
4000000009304658A,295.5465351,Mainline
4000000009304663A,278.251677,Slip Road
4000000009304665A,115.5454242,Mainline at junction
4000000009304668A,144.3153122,Slip Road
4000000009304671A,71.18482444,Roundabout
4000000009304673A,81.31908264,Mainline
4000000009304674A,93.54293608,Roundabout
4000000009304678A,126.2132362,Slip Road
4000000009304681A,878.4513356,Mainline
4000000009304684A,43.40560431,Roundabout
4000000009304685A,40.21101355,Roundabout
4000000009304688A,54.1787254,Roundabout
4000000009304693A,299.6934366,Mainline
4000000009304695A,20.31458991,Roundabout
4000000009304697A,29.00751612,Roundabout
4000000009304699A,24.04134772,Mainline
4000000009304701A,23.08666282,Mainline
4000000009304702A,24.24012385,Roundabout
4000000009304703A,24.94013898,Roundabout
4000000009304706A,19.80103947,Roundabout
4000000009304707A,32.53353334,Roundabout
4000000009304708A,320.7485373,Slip Road
4000000009304709A,364.941548,Slip Road
4000000009305087A,23.25041682,Traffic Island Link At Junction
4000000009308905A,526.583731,Mainline
4000000009308906A,752.9792722,Mainline
4000000009308909A,576.7618204,Mainline
4000000009315564A,832.4458688,Mainline
4000000009315566A,253.6109786,Mainline
4000000009315568A,368.393103,Slip Road
4000000009315571A,435.0419175,Mainline
4000000009315576A,363.9630706,Mainline
4000000009316323A,1182.638709,Mainline
4000000009316325A,1085.581057,Mainline
4000000009316326A,401.1181286,Slip Road
4000000009316327A,370.7951966,Mainline
4000000009316328A,355.5298678,Mainline
4000000009316337A,91.43064568,Mainline
4000000009316338A,254.0262369,Slip Road
4000000009316343A,95.11171069,Mainline
4000000009316345A,96.68707659,Roundabout
4000000009316347A,106.1816138,Mainline
4000000009316352A,93.16888148,Roundabout
4000000009316353A,53.2036468,Roundabout
4000000009316354A,318.6486707,Slip Road
4000000009316355A,73.68033102,Roundabout
4000000009316357A,42.63007409,Roundabout
4000000009316358A,319.2107215,Mainline
4000000009316361A,25.7560514,Roundabout
4000000009316362A,17.02917497,Roundabout
4000000009316363A,23.28047568,Roundabout
4000000009316364A,19.9848768,Roundabout
4000000009316366A,16.9999,Mainline
4000000009316368A,16.9999,Mainline
4000000009316370A,17.9998,Roundabout
4000000009316371A,13.12392129,Roundabout
4000000009316373A,7.300473637,Roundabout
4000000009316482A,40.46023024,Traffic Island Link At Junction
4000000009316742A,305.2791702,Mainline
4000000009316745A,325.3537514,Mainline
4000000009318014A,525.513582,Mainline
4000000009318174A,905.9573893,Mainline
4000000009318176A,883.1159913,Mainline
4000000009318177A,882.5879056,Mainline
4000000009318178A,443.6101782,Slip Road
4000000009318179A,459.4750593,Mainline
4000000009318184A,219.7076692,Mainline
4000000009318187A,269.1704636,Slip Road
4000000009318188A,269.2198333,Mainline
4000000009318191A,76.34161859,Mainline
4000000009318194A,94.84052099,Mainline
4000000009318209A,52.23170709,Mainline
4000000009320401A,103.6960472,Mainline
4000000009321711A,600.7391455,Mainline
4000000009321713A,577.1617128,Mainline
4000000009334340A,414.182605,Mainline
4000000009334342A,306.376434,Mainline
4000000009334344A,226.0178761,Slip Road
4000000009334348A,482.0926541,Mainline
4000000009336704A,917.4819174,Mainline
4000000009336710A,349.6337735,Slip Road
4000000009336711A,334.8958171,Mainline
4000000009336714A,348.6063855,Mainline
4000000009336715A,463.4687128,Mainline
4000000009336716A,430.2623633,Mainline
4000000009336720A,15.13275917,Mainline
4000000009336721A,20.23565457,Mainline
4000000009336724A,498.8106601,Mainline
4000000009340755A,588.7226907,Mainline
4000000009340757A,750.9849872,Mainline
4000000009340758A,838.1473853,Mainline
4000000009340759A,846.1831258,Mainline
4000000009340760A,575.8185211,Mainline
4000000009340763A,379.5444745,Mainline
4000000009340764A,356.7411166,Slip Road
4000000009340765A,680.4620544,Mainline
4000000009340766A,266.2176351,Mainline
4000000009340767A,143.1003992,Mainline
4000000009340768A,138.3725029,Mainline
4000000009341050A,568.0978508,Mainline
4000000009341051A,568.132897,Mainline
4000000009341052A,545.1442106,Mainline
4000000009341053A,545.1526303,Mainline
4000000009341058A,210.0756842,Mainline
4000000009341059A,275.2957534,Mainline
4000000009342398A,572.710277,Mainline at junction
4000000009342399A,353.7340361,Slip Road
4000000009342400A,340.6019353,Mainline
4000000009342401A,303.3190953,Mainline
4000000009342402A,319.5836527,Slip Road
4000000009342405A,350.6262645,Mainline
4000000009342406A,354.3921391,Slip Road
4000000009342412A,199.5591482,Mainline
4000000009342417A,40.42309147,Roundabout
4000000009342418A,45.32209178,Roundabout
4000000009342422A,25.29615399,Roundabout
4000000009342423A,14.31791884,Roundabout
4000000009344338A,18.09520668,Roundabout
4000000009344341A,118.7584841,Mainline at junction
4000000009344351A,10.19803903,Mainline
4000000009345311A,516.5828348,Slip Road
4000000009345315A,472.5653773,Mainline
4000000009345316A,170.7076164,Mainline
4000000009345346A,65.02845264,Slip Road
4000000009345373A,392.1019375,At grade SRN A Road
4000000009347379A,620.0697224,Slip Road
4000000009347385A,23.08675811,Slip Road
4000000009348301A,268.9321534,Slip Road
4000000009354397A,392.2997709,Mainline
4000000009354398A,426.5723973,Slip Road
4000000009354405A,475.068502,Mainline
4000000009354406A,476.0189062,Mainline
4000000009354407A,455.6254939,Mainline
4000000009354415A,133.0289747,Mainline
4000000009355211A,757.7403252,Mainline at junction
4000000009355215A,61.02359408,Roundabout
4000000009355219A,10.77027391,Roundabout
4000000009355221A,5.385164807,Roundabout
4000000009355223A,351.1962487,Mainline
4000000009355230A,354.8256954,Mainline
4000000009355245A,213.9012786,Mainline
4000000009357140A,750.9322715,Mainline
4000000009357142A,557.1479964,Mainline
4000000009357143A,558.1010672,Mainline
4000000009357144A,596.9438198,Slip Road
4000000009357145A,252.793451,Mainline
4000000009357147A,262.1290131,Slip Road
4000000009357152A,18.78819843,Mainline
4000000009359612A,732.1232022,Slip Road
4000000009359614A,484.2074924,Mainline
4000000009359616A,233.4276141,Mainline
4000000009359617A,476.0779815,Mainline
4000000009359618B,484.3971281,Slip Road
4000000009359621A,496.7108442,Mainline
4000000009360277A,425.1652041,Slip Road
4000000009360278A,402.2051828,Mainline
4000000009360281A,416.2989416,Mainline
4000000009360285A,703.2905243,Mainline
4000000009360286A,559.8298796,Mainline
4000000009360288A,118.5992207,Mainline
4000000009362728A,746.2512339,Mainline
4000000009362737B,122.389876,Mainline
4000000009362747A,51.8776819,Roundabout
4000000009362748A,46.97137034,Roundabout
4000000009362758A,38.89868085,Mainline
4000000009363321A,261.7428729,Mainline
4000000009363324A,240.9625754,Slip Road
4000000009363328A,270.628541,Slip Road
4000000009363356A,16.15517874,Mainline
4000000009363363A,546.4168069,Mainline
4000000009368585A,297.5688952,Mainline
4000000009368588A,440.307059,Mainline
4000000009368591A,409.434887,Mainline
4000000009368595A,191.6289503,Mainline
4000000009368601A,199.9938321,Mainline
4000000009368602A,775.1437756,Mainline
4000000009368603A,83.02354351,Mainline
4000000009368604A,83.24095246,Mainline
4000000009368605A,258.6050159,Mainline
4000000009368609A,85.77699398,Slip Road
4000000009369636A,769.6580714,Mainline
4000000009369638A,564.3567596,Mainline
4000000009369643A,564.4241756,Slip Road
4000000009369644A,87.35586012,Mainline
4000000009370910A,1050.07075,Mainline
4000000009371077A,1300.073575,Mainline
4000000009371079A,605.3089886,Mainline
4000000009373314A,656.1406341,Mainline
4000000009373316A,302.3992519,Mainline
4000000009373318A,860.5726771,Mainline
4000000009373568A,648.6216116,Mainline
4000000009373570A,402.7175247,Mainline
4000000009373572A,836.8251146,Mainline
4000000009373574A,31.47964535,Mainline
4000000009373790A,172.4634604,Slip Road
4000000009373793A,145.1598007,Slip Road
4000000009373795A,253.1643904,Mainline
4000000009373797A,22.27558449,Mainline
4000000009373803A,14.97546018,Mainline
4000000009373805A,843.2623599,Mainline
4000000009373807A,872.4885685,Mainline
4000000009373809A,282.1731039,Mainline
4000000009375782A,360.3293919,Mainline
4000000009375786A,372.4287815,Mainline
4000000009375787A,412.4849829,Mainline
4000000009375805A,57.03858868,Roundabout
4000000009375806A,81.27114135,Roundabout
4000000009375830A,51.7615801,Roundabout
4000000009375831A,48.74533931,Roundabout
4000000009375871A,18.27868594,Roundabout
4000000009375872A,22.22384577,Roundabout
4000000009375873A,21.9997,Roundabout
4000000009375893A,10,Roundabout
4000000009375894A,13.47426276,Roundabout
4000000009375918A,7.120493648,Roundabout
4000000009377003A,774.964111,Mainline
4000000009377004A,423.1379684,Mainline
4000000009377007A,343.5135647,Mainline
4000000009377009A,398.5512175,Slip Road
4000000009377011A,426.8365311,Mainline
4000000009380906A,733.7971513,Mainline
4000000009384622A,574.9465979,Mainline
4000000009384623A,942.9473638,Mainline
4000000009384624A,957.5171202,Mainline
4000000009384632A,273.4075615,Mainline
4000000009400197A,454.9114721,Mainline
4000000009400198A,611.613913,Mainline
4000000009400200A,473.304548,Mainline
4000000009401332A,599.4142396,Mainline
4000000009401337A,320.2813574,Mainline
4000000009401341A,303.7617639,Slip Road
4000000009401342A,287.2226996,Mainline
4000000009401345A,1042.793611,Mainline
4000000009402315A,120.7617358,Mainline
4000000009402318A,668.2171709,Mainline
4000000009403283A,125.7583121,Mainline
4000000009405531A,588.1711443,At grade SRN A Road
4000000009405532A,143.7468052,At grade SRN A Road
4000000009405534A,630.9508225,Mainline
4000000009405537A,339.285892,At grade SRN A Road
4000000009405538A,244.3230243,At grade SRN A Road
4000000009405541A,195.2275196,At grade SRN A Road
4000000009405542A,79.2413838,Mainline
4000000009405544A,147.3981341,At grade SRN A Road
4000000009405607A,204.2998274,Mainline
4000000009405611A,288.2713055,Slip Road
4000000009405782A,1391.143613,Mainline
4000000009405790A,319.0569438,Mainline at junction
4000000009405798A,249.6498913,Slip Road
4000000009405809A,57.38869455,Roundabout
4000000009405825A,326.4225499,Slip Road
4000000009405826A,90.91020726,Mainline
4000000009406005A,1163.019389,Mainline
4000000009406006A,1147.103894,Mainline
4000000009406009A,353.8110255,Slip Road
4000000009406015A,245.1762793,Mainline
4000000009406020A,412.0050847,Mainline
4000000009406027A,276.0178685,Mainline at junction
4000000009406311A,1006.47778,Mainline
4000000009406313A,455.0189221,Mainline
4000000009406314A,437.938848,Mainline
4000000009406315A,501.4817727,Mainline
4000000009407836A,740.2698207,Mainline
4000000009407837A,745.7350768,Mainline
4000000009408497A,900.7483545,Mainline
4000000009408498A,832.4070827,Mainline
4000000009408500A,902.8955409,Mainline
4000000009408501A,728.1425877,Mainline
4000000009408600A,307.8077075,Slip Road
4000000009408601A,316.0180572,Mainline
4000000009408605A,307.7603327,Slip Road
4000000009408606A,280.539691,Slip Road
4000000009408607A,281.2285256,Mainline
4000000009409620A,1418.104934,Mainline
4000000009409621A,1398.415318,Mainline
4000000009409623A,672.177188,Mainline
4000000009409697A,925.1886621,Mainline
4000000009409745A,3721.087721,Mainline
4000000009497768A,1579.314491,At grade SRN A Road
4000000009532566A,107.7262761,Slip Road
4000000009611868A,25.34777853,At grade SRN A Road
4000000009622129A,140.3131282,At grade SRN A Road
4000000009622132A,160.7224566,At grade SRN A Road
4000000009625692A,149.6845256,At grade SRN A Road
4000000009650340A,317.0369857,Mainline
4000000009650341A,313.6792881,Mainline
4000000009653905A,45.21702358,Slip Road
4000000009656906A,34.89432208,At grade SRN A Road
4000000009656908A,20.0235823,At grade SRN A Road
4000000009656909A,21.90038624,At grade SRN A Road
4000000009656910A,23.91692875,At grade SRN A Road
4000000009659431A,47.70298931,At grade SRN A Road
4000000009659432A,16.4129873,At grade SRN A Road
4000000009660712A,9.128952351,At grade SRN A Road
4000000009666061A,236.4711946,Mainline
4000000009666062A,137.6878128,Slip Road
4000000009666063A,112.1909262,Mainline
4000000009666064A,80.59249779,Slip Road
4000000009666065A,102.9713432,Slip Road
4000000009666066A,14.40452624,Slip Road
4000000009672495A,12.59031992,Roundabout
4000000009674162A,503.1063931,Slip Road
4000000009700264A,372.8058156,Mainline
4000000009700266A,355.7788308,Mainline
4000000009703371A,654.6360363,At grade SRN A Road
4000000009703376A,774.2705283,At grade SRN A Road
4000000009703378A,147.9727993,At grade SRN A Road
4000000009703384A,78.41794776,At grade SRN A Road
4000000009703387A,62.4074621,At grade SRN A Road
4000000009703388A,42.59802301,At grade SRN A Road
4000000009703401A,44.27148786,At grade SRN A Road
4000000009710644A,16.59019638,At grade SRN A Road
4000000009710646A,20.17553016,At grade SRN A Road
4000000009721323A,58.64560041,At grade SRN A Road
4000000009736562A,911.4630677,Mainline
4000000009740228A,40.98318978,At grade SRN A Road
4000000009742957A,57.02514624,Roundabout
4000000009745933A,138.4956786,Slip Road
4000000009746411A,22.65155902,At grade SRN A Road
4000000009747191A,225.2329573,Mainline
4000000009747192A,210.122928,Mainline
4000000009751455A,27.50217889,Slip Road
4000000009751461A,7.71064362,Mainline at junction
4000000009751462A,5.700929753,Mainline at junction
4000000013047333A,1178.272224,Mainline
4000000013048009A,961.6456824,At grade SRN A Road
4000000013048020A,2135.177321,Mainline
4000000013048023A,637.4648441,At grade SRN A Road
4000000013048043A,1129.401843,Mainline
4000000013048045A,926.9031768,Mainline
4000000013048050A,1149.327321,Mainline
4000000013048057A,1609.774042,Mainline
4000000013048602A,1361.080152,Mainline
4000000013048606A,2196.824509,Mainline
4000000013048764A,568.8445585,Mainline
4000000013048769A,1451.845032,Mainline
4000000013048808A,1381.724821,Mainline
4000000013048809A,1369.793927,Mainline
4000000013048810A,1688.903102,Mainline
4000000013048837A,2259.900471,Mainline
4000000013048864A,1187.4669,Mainline
4000000013048893A,2151.815322,Mainline
4000000013048894A,2167.570227,Mainline
4000000013089580A,644.6570624,Mainline
4000000013089582A,322.4436903,Mainline
4000000013089583A,328.3432521,Slip Road
4000000013089592A,27.51219965,At grade SRN A Road
4000000013090668A,261.3415545,Mainline at junction
4000000013090674A,80.3340207,Roundabout
4000000013090675A,61.15727777,Roundabout
4000000013090679A,46.42039168,Roundabout
4000000013090705A,12.36741572,Roundabout
4000000013092859A,822.1714827,Mainline
4000000013092861A,632.6800477,Mainline
4000000013092874A,288.7435027,Mainline
4000000013092875A,313.291909,Slip Road
4000000013092878A,255.280344,Mainline
4000000013092879A,254.9450411,Slip Road
4000000013092907A,710.5495981,Mainline
4000000013092928A,128.6975088,Mainline
4000000013092975A,51.35161147,Mainline
4000000013093054B,710.0515365,Mainline
4000000013097229A,568.8918711,Mainline
4000000013097902A,47.90120829,At grade SRN A Road
4000000013097907A,18.33455079,At grade SRN A Road
4000000013097961A,650.9751981,At grade SRN A Road
4000000013097968A,210.5712245,At grade SRN A Road
4000000013099096A,362.236178,Mainline
4000000013099097A,384.158854,Slip Road
4000000013099105A,340.2995404,Mainline
4000000013099117A,308.8985524,Mainline
4000000013099118A,376.078209,Slip Road
4000000013099357A,601.3133724,Mainline
4000000013099359A,996.5524875,Mainline
4000000013099360A,988.5033843,Mainline
4000000013099361A,422.1197011,Mainline
4000000013099363A,560.8769693,Mainline
4000000013099370A,114.7821893,Mainline
4000000013099372A,258.8133092,Mainline
