Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed,Distance,Average_Q,Capacity,V_C,Delay,Total_Time,Net_Speed,CalValFlag,AllObs,AllMod,AllDiff,AllGEH,AllFlowTest,CarObs,CarMod,CarDiff,CarGEH,CarFlowTest,LGVObs,LGVMod,LGVDiff,LGVGEH,LGVFlowTest,HGVObs,HGVMod,HGVDiff,HGVGEH,HGVFlowTest
3003-1233,3003,1233,561500,318200,560880,318620,2,96,742,0,3483,42.06,4.3,32.13,83.15,,,,,,,,,,,,,,,,,,,,,
1220-1233,1220,1233,560810,318730,560880,318620,2,96,148,0,3483,64.28,2.28,7.83,68.08,Calibration,2194,2012.827391,-181.1726087,-3.950301003,Pass Mid,1663,1546.83,-116.17,-2.899799504,Pass Mid,330,293.68,-36.32,-2.056742532,Pass Low,201,172.3173913,-28.6826087,-2.099396818,Pass Low
1232-1234,1232,1234,560750,318660,560730,318650,3,48,20,0,4800,33.59,0.56,2.06,34.87,,,,,,,,,,,,,,,,,,,,,
1231-1235,1231,1235,560680,318680,560680,318710,2,48,20,0,3200,62.33,1.49,2.99,24.07,,,,,,,,,,,,,,,,,,,,,
1218-1236,1218,1236,560740,318780,560760,318790,2,48,25,0,3200,71.94,2,3.87,23.23,,,,,,,,,,,,,,,,,,,,,
1236-1237,1236,1237,560760,318790,560800,318770,2,48,60,0,3200,59.67,1.39,5.89,36.65,,,,,,,,,,,,,,,,,,,,,
1219-1237,1219,1237,560810,318820,560800,318770,2,48,60,2.34,578.13,82.48,21.93,26.43,8.17,Calibration,502,440.0943478,-61.90565217,-2.852319046,Pass Low,368,366.8,-1.2,-0.062605382,Pass Low,102,48.09,-53.91,-6.223123945,Pass Low,32,25.20434783,-6.795652174,-1.270666618,Pass Low
1326-1305,1326,1305,574250,314030,575790,313090,2,96,1900,0.4,1980,43.1,17.67,88.92,76.92,,,,,,,,,,,,,,,,,,,,,
2750-1305,2750,1305,575810,313060,575790,313090,1,96,57,0,1707.93,39.85,1.75,3.89,52.77,,,,,,,,,,,,,,,,,,,,,
2854-1305,2854,1305,575690,313010,575790,313090,1,80,110,0.22,755.87,30.21,5.29,10.24,38.65,,,,,,,,,,,,,,,,,,,,,
2707-1308,2707,1308,551210,313990,549280,312100,2,96,2700,0,2200,44.49,17.66,118.91,81.74,,,,,,,,,,,,,,,,,,,,,
2106-1308,2106,1308,547200,307820,549280,312100,2,96,5000,0.06,1980,40.35,42.12,229.62,78.39,,,,,,,,,,,,,,,,,,,,,
2826-1308,2826,1308,546190,309930,549280,312100,1,56,4130,0.04,1200.88,12.27,12.8,278.3,53.42,,,,,,,,,,,,,,,,,,,,,
2114-1309,2114,1309,544130,321780,548110,321080,2,96,4300,0,1664.55,41.48,29.28,190.53,81.25,,,,,,,,,,,,,,,,,,,,,
2770-1309,2770,1309,547880,321230,548110,321080,1,48,250,0,1213.11,1.27,12.66,31.41,28.66,,,,,,,,,,,,,,,,,,,,,
1347-1309,1347,1309,550300,319950,548110,321080,1,96,2488,0,1666.57,35.92,15.75,109.05,82.13,,,,,,,,,,,,,,,,,,,,,
1322-1320,1322,1320,573150,319280,571990,322760,1,64,3600,0,1720,11.25,0.08,202.58,63.97,,,,,,,,,,,,,,,,,,,,,
2791-1321,2791,1321,569350,319590,568930,319620,1,80,210,0,1717.48,27.85,1.45,10.9,69.34,,,,,,,,,,,,,,,,,,,,,
1350-1321,1350,1321,567040,318250,568930,319620,1,64,2501,0.03,553.49,12.57,7.42,148.11,60.79,,,,,,,,,,,,,,,,,,,,,
1204-1321,1204,1321,566250,320000,568930,319620,1,80,2689,0.02,1154.03,29.46,8.92,129.92,74.51,,,,,,,,,,,,,,,,,,,,,
7503-1322,7503,1322,572140,319380,573150,319280,1,48,1030,0.01,889.51,27.6,8.24,85.49,43.37,Calibration,139.7777778,227.4813043,87.70352657,6.472108397,Pass Low,115.1968955,183.88,68.68310449,5.616599837,Pass Low,21.13643783,31.31,10.17356217,1.986689714,Pass Low,3.444444444,12.29130435,8.846859903,3.153990936,Pass Low
1320-1322,1320,1322,571990,322760,573150,319280,1,64,3600,0.07,530.22,33.8,8.59,211.09,61.39,,,,,,,,,,,,,,,,,,,,,
2692-1322,2692,1322,579110,320980,573150,319280,1,64,7100,0,1631.38,5.63,1.27,400.65,63.8,,,,,,,,,,,,,,,,,,,,,
2793-1322,2793,1322,573190,319240,573150,319280,1,48,38,0.29,625.15,82.18,15.48,18.33,7.46,,,,,,,,,,,,,,,,,,,,,
2505-1323,2505,1323,564210,317050,564610,316570,2,80,601,0.11,1980,38.72,8.26,35.3,61.29,Calibration,761.25,792.7234783,31.47347826,1.129114378,Pass Mid,614.5007989,637.75,23.24920105,0.929131903,Pass Low,112.7492011,117.33,4.580798948,0.427088176,Pass Low,34,37.64347826,3.643478261,0.608755432,Pass Low
2650-1323,2650,1323,564710,316500,564610,316570,1,96,130,0,1725.05,46.91,1.96,6.84,68.43,,,,,,,,,,,,,,,,,,,,,
2853-1323,2853,1323,564540,316470,564610,316570,1,48,180,0.21,715.21,19.56,7.28,20.78,31.19,,,,,,,,,,,,,,,,,,,,,
2735-1324,2735,1324,566170,316580,566300,315960,1,48,647,0.88,313.89,68.24,22.17,70.7,32.95,,,,,,,,,,,,,,,,,,,,,
2654-1324,2654,1324,568430,316090,566300,315960,1,96,2100,0,1688.79,37.87,7.06,85.81,88.1,,,,,,,,,,,,,,,,,,,,,
2655-1324,2655,1324,566240,315950,566300,315960,1,64,62,0,1696.17,46.99,2,5.49,40.67,,,,,,,,,,,,,,,,,,,,,
2760-1325,2760,1325,568830,316230,569220,316300,1,96,570,0,1729.77,41.9,1.79,23.16,88.58,,,,,,,,,,,,,,,,,,,,,
7503-1325,7503,1325,572140,319380,569220,316300,1,48,5200,0,298.09,0.68,12.22,402.22,46.54,,,,,,,,,,,,,,,,,,,,,
2713-1325,2713,1325,569590,316210,569220,316300,1,96,450,0,1730,37.72,1.67,18.54,87.36,,,,,,,,,,,,,,,,,,,,,
2802-1326,2802,1326,573860,314270,574250,314030,1,96,450,0,2600.31,27.14,0.95,17.82,90.88,,,,,,,,,,,,,,,,,,,,,
2745-1326,2745,1326,574770,316530,574250,314030,1,64,2900,0.38,481.01,56.44,12.35,175.47,59.5,,,,,,,,,,,,,,,,,,,,,
1305-1326,1305,1326,575790,313090,574250,314030,1,96,1900,0.27,1628.69,51.92,13.79,85.04,80.44,,,,,,,,,,,,,,,,,,,,,
2857-1327,2857,1327,566320,315280,566540,314910,1,48,417,0,1730,1.85,1.06,32.33,46.43,,,,,,,,,,,,,,,,,,,,,
2654-1327,2654,1327,568430,316090,566540,314910,1,64,2300,0,710.39,2.11,5.62,135,61.33,,,,,,,,,,,,,,,,,,,,,
2657-1327,2657,1327,566490,314770,566540,314910,1,48,110,0,893,1.23,4.04,12.29,32.21,,,,,,,,,,,,,,,,,,,,,
2878-1328,2878,1328,563110,316030,563120,315980,1,64,51,0,1726.26,44.87,1.89,4.76,38.58,Calibration,604,647.6126087,43.6126087,1.743380154,Pass Low,395,425.77,30.77,1.518909005,Pass Low,117,128.76,11.76,1.06088112,Pass Low,92,93.0826087,1.082608696,0.112539169,Pass Low
2723-1328,2723,1328,563430,316090,563120,315980,1,48,350,0.13,257.34,18.53,16,42.25,29.82,Calibration,47.28571429,46.70608696,-0.579627329,-0.084551023,Pass Low,39.71335517,39.01,-0.703355174,-0.112108331,Pass Low,7.286644826,6.97,-0.316644826,-0.118598372,Pass Low,0.285714286,0.726086957,0.440372671,0.619138418,Pass Low
2877-1328,2877,1328,563160,315800,563120,315980,1,64,120,0.02,1541.34,65.74,5.06,11.81,36.58,Calibration,877,877.7417391,0.74173913,0.025041456,Pass Mid,654,658.12,4.12,0.160851619,Pass Low,125,123.1,-1.9,-0.170590647,Pass Low,98,96.52173913,-1.47826087,-0.149893226,Pass Low
2711-1329,2711,1329,563550,314060,563550,313990,1,64,57,0,1729.46,45.35,1.9,5.11,40.17,,,,,,,,,,,,,,,,,,,,,
2858-1329,2858,1329,566080,314720,563550,313990,1,48,2914,0.04,439.5,9.58,9.33,227.88,46.03,,,,,,,,,,,,,,,,,,,,,
2705-1329,2705,1329,563580,313440,563550,313990,1,64,600,0.01,1615.94,61.29,9.47,43.22,49.97,,,,,,,,,,,,,,,,,,,,,
2823-1330,2823,1330,563790,312270,563800,312250,2,64,25,0,1600,51.26,7.4,8.81,10.22,,,,,,,,,,,,,,,,,,,,,
2658-1330,2658,1330,564690,311270,563800,312250,1,80,1200,0.22,829.03,48.01,14.52,68.52,63.05,Calibration,308.1185104,308.6521739,0.533663544,0.030389298,Pass Low,199.1417,199.78,0.6383,0.045195585,Pass Low,43.17786524,43.22,0.042134759,0.006410679,Pass Low,65.79894513,65.65217391,-0.146771216,-0.018103967,Pass Low
1332-1330,1332,1330,563690,311080,563800,312250,1,96,1151,0.32,849.17,60.03,12.47,55.63,74.48,Calibration,465.3255663,473.8204348,8.494868505,0.392017181,Pass Low,381.2774875,386.57,5.2925125,0.270109219,Pass Low,59.12423593,61.12,1.995764074,0.257390234,Pass Low,24.92384285,26.13043478,1.206591931,0.23881376,Pass Low
2686-1330,2686,1330,562880,311320,563800,312250,1,64,1480,0.07,604,12.92,9.31,92.56,57.56,Calibration,87.74221698,74.57913043,-13.16308654,-1.461116735,Pass Low,77.88215,64.91,-12.97215,-1.535234754,Pass Low,6.869205834,7.03,0.160794166,0.060994446,Pass Low,2.990861142,2.639130435,-0.351730707,-0.209638677,Pass Low
2658-1331,2658,1331,564690,311270,564730,311190,1,64,100,0,1729.99,18.89,1.28,6.91,52.12,,,,,,,,,,,,,,,,,,,,,
2759-1331,2759,1331,565050,310680,564730,311190,1,80,600,0,1720.01,23.83,3.06,30.06,71.85,Calibration,266.6662585,324.4691304,57.8028719,3.3621798,Pass Low,185.9692032,212.91,26.94079681,1.907676533,Pass Low,33.96484999,45.82,11.85515001,1.876989465,Pass Low,46.73220535,65.73913043,19.00692509,2.534579596,Pass Low
2800-1331,2800,1331,564090,311040,564730,311190,1,64,791,0.01,442.1,3.55,8.4,52.89,53.84,,,,,,,,,,,,,,,,,,,,,
1330-1332,1330,1332,563800,312250,563690,311080,1,96,1151,0,1688.15,25.76,2.54,45.7,90.66,Calibration,349.6731994,383.7886957,34.11549625,1.781467537,Pass Low,248.927125,261.25,12.322875,0.771554396,Pass Low,74.82527783,83.23,8.404722168,0.945439751,Pass Low,25.92079657,39.30869565,13.38789909,2.344258121,Pass Low
2800-1332,2800,1332,564090,311040,563690,311080,1,64,280,0.08,437.57,20.9,9.46,25.21,39.98,,,,,,,,,,,,,,,,,,,,,
2668-1332,2668,1332,563590,310360,563690,311080,1,96,750,0,1666.37,26.81,1.55,29.68,90.98,,,,,,,,,,,,,,,,,,,,,
2686-1332,2686,1332,562880,311320,563690,311080,1,48,850,0.01,402.87,2.83,9.17,72.92,41.96,,,,,,,,,,,,,,,,,,,,,
2668-1333,2668,1333,563590,310360,563580,310320,1,96,37,0,1660.16,31.96,1.59,2.98,44.69,,,,,,,,,,,,,,,,,,,,,
2659-1333,2659,1333,565450,309200,563580,310320,1,80,2200,0.05,423.15,13.6,9.29,108.29,73.13,,,,,,,,,,,,,,,,,,,,,
2665-1333,2665,1333,563350,308470,563580,310320,1,96,1900,0,1730,23.52,2.91,74.16,92.24,Calibration,517.6404728,383.1704348,-134.470038,-6.336124575,Fail Low,426.5004794,312.53,-113.9704794,-5.928928295,Fail Low,77.89475116,52.41,-25.48475116,-3.157295783,Pass Low,13.2452422,18.23043478,4.985192581,1.256635713,Pass Low
1336-1334,1336,1334,561890,311120,561980,310470,1,48,650,0,1571.04,16.42,1.37,50.12,46.69,,,,,,,,,,,,,,,,,,,,,
2851-1334,2851,1334,562330,310530,561980,310470,1,48,370,0.01,1219.56,5.51,1.9,29.65,44.93,,,,,,,,,,,,,,,,,,,,,
2667-1334,2667,1334,561660,309020,561980,310470,1,64,1480,0.01,907.96,8.32,4.1,87.35,61,,,,,,,,,,,,,,,,,,,,,
2764-1336,2764,1336,561760,311190,561890,311120,1,48,150,0,1657.92,20.95,1.37,12.62,42.78,,,,,,,,,,,,,,,,,,,,,
2686-1336,2686,1336,562880,311320,561890,311120,1,64,1300,0.02,529.83,12.62,7.38,80.51,58.13,,,,,,,,,,,,,,,,,,,,,
1334-1336,1334,1336,561980,310470,561890,311120,1,48,650,0,1730,5.5,1.1,49.85,46.94,,,,,,,,,,,,,,,,,,,,,
2706-1337,2706,1337,559710,311760,557130,312440,1,48,2900,0,977,12.78,4.28,221.78,47.07,,,,,,,,,,,,,,,,,,,,,
2687-1337,2687,1337,552890,310540,557130,312440,1,48,5400,0.01,568.53,8.04,7.15,412.15,47.17,,,,,,,,,,,,,,,,,,,,,
2882-1337,2882,1337,555410,313240,557130,312440,1,48,1900,0,977,10.08,2.89,145.39,47.05,,,,,,,,,,,,,,,,,,,,,
2703-1337,2703,1337,557450,313930,557130,312440,1,48,1500,0.01,566.24,6.2,6.73,119.23,45.29,Validation,30.75,35.1,4.35,0.75809977,Pass Low,25.56019136,32.16,6.599808638,1.228520648,Pass Low,4.689808638,2.94,-1.749808638,-0.89587771,Pass Low,0.5,0,-0.5,-1,Pass Low
2689-1338,2689,1338,556380,316890,557340,317090,1,64,1200,0.12,650.43,23.5,15.81,83.31,51.85,,,,,,,,,,,,,,,,,,,,,
1208-1338,1208,1338,560380,318230,557340,317090,1,96,3300,0,1940,43.04,28.9,152.65,77.83,,,,,,,,,,,,,,,,,,,,,
1339-1338,1339,1338,553950,314960,557340,317090,2,96,4408,0.02,2164.52,49.18,26.98,192.28,82.53,Calibration,914.3333333,980.3630435,66.02971014,2.145282926,Pass Mid,706,741.45,35.45,1.317739159,Pass Mid,138.6666667,178.8,40.13333333,3.185452724,Pass Low,69.66666667,60.11304348,-9.553623188,-1.185986392,Pass Low
2698-1339,2698,1339,553250,314870,553950,314960,2,96,700,0,3293.54,27.27,0.75,27,93.33,,,,,,,,,,,,,,,,,,,,,
2822-1339,2822,1339,553660,314990,553950,314960,1,80,300,0.01,1530.67,10.87,4.44,17.94,60.22,,,,,,,,,,,,,,,,,,,,,
1338-1339,1338,1339,557340,317090,553950,314960,2,96,4408,0,3460,22.84,4.1,169.4,93.68,Calibration,615.3333333,705.3047826,89.97144928,3.501287717,Pass Low,426,507.86,81.86,3.788312974,Pass Low,119.6666667,135.11,15.44333333,1.368283903,Pass Low,69.66666667,62.33478261,-7.331884058,-0.902487586,Pass Low
2896-1340,2896,1340,555080,319010,557290,319130,1,96,2200,0,1742,51,29.53,112.03,70.7,Calibration,857.1666667,910.8426087,53.67594203,1.805312559,Pass Mid,680.196828,682,1.803172014,0.069092709,Pass Low,124.803172,140.36,15.55682799,1.351074959,Pass Low,52.16666667,88.4826087,36.31594203,4.330555038,Pass Low
1345-1340,1345,1340,558020,320300,557290,319130,1,48,1413,0.24,225.27,27.96,19.93,125.91,40.4,,,,,,,,,,,,,,,,,,,,,
1209-1340,1209,1340,560330,318990,557290,319130,1,96,3090,0,1742,33.3,17.56,133.44,83.36,Validation,575.3333333,574.8630435,-0.470289855,-0.019610768,Pass Low,441.9166969,380.07,-61.84669694,-3.05069727,Pass Low,81.08330306,96.28,15.19669694,1.613735364,Pass Low,52.33333333,98.51304348,46.17971014,5.317392992,Pass Low
2603-1340,2603,1340,556280,316920,557290,319130,1,64,2900,0.02,221.82,2.75,16.61,179.73,58.09,,,,,,,,,,,,,,,,,,,,,
2896-1341,2896,1341,555080,319010,554990,319010,1,96,81,0,1742,25.18,1.29,4.32,67.43,,,,,,,,,,,,,,,,,,,,,
2821-1341,2821,1341,553670,315030,554990,319010,1,80,4440,0.04,823.33,6.16,4.31,204.11,78.31,,,,,,,,,,,,,,,,,,,,,
2768-1341,2768,1341,551950,319120,554990,319010,1,96,3100,0.04,1742,42.08,26.08,142.33,78.41,,,,,,,,,,,,,,,,,,,,,
1210-1342,1210,1342,560300,319920,560170,320000,1,64,151,0,1730,3.23,0,8.49,64,,,,,,,,,,,,,,,,,,,,,
1343-1342,1343,1342,559550,320230,560170,320000,1,48,661,0,1730,17.51,0,49.57,48,,,,,,,,,,,,,,,,,,,,,
1344-1343,1344,1343,559010,320300,559550,320230,1,48,545,0,1714.29,18.69,1.29,42.17,46.53,,,,,,,,,,,,,,,,,,,,,
1211-1343,1211,1343,560380,320570,559550,320230,1,48,1048,0,1152.07,0.8,2.4,81,46.58,,,,,,,,,,,,,,,,,,,,,
1342-1343,1342,1343,560170,320000,559550,320230,1,48,661,0,1730,3.23,1.08,50.65,46.98,,,,,,,,,,,,,,,,,,,,,
1343-1344,1343,1344,559550,320230,559010,320300,1,48,545,0,1080.07,6.03,8.31,49.19,39.89,,,,,,,,,,,,,,,,,,,,,
1345-1344,1345,1344,558020,320300,559010,320300,1,48,1022,0.01,1102.75,21.64,10.07,86.72,42.43,Calibration,297.625,234.4995652,-63.12543478,-3.870015693,Pass Low,249.0534348,222.72,-26.33343484,-1.714572158,Pass Low,45.69656516,11.71,-33.98656516,-6.343683276,Pass Low,2.875,0.069565217,-2.805434783,-2.312089206,Pass Low
2767-1344,2767,1344,558970,320540,559010,320300,1,32,230,0.03,1000.48,18.81,8.34,34.21,24.2,,,,,,,,,,,,,,,,,,,,,
1346-1345,1346,1345,555000,319940,558020,320300,1,80,3078,0,1720,13.05,1.69,140.2,79.04,,,,,,,,,,,,,,,,,,,,,
1344-1345,1344,1345,559010,320300,558020,320300,1,48,1022,0,1569.7,6.64,1.42,78.07,47.12,Calibration,158.375,94.86608696,-63.50891304,-5.643942665,Pass Low,131.6032993,93.35,-38.25329933,-3.606929992,Pass Low,24.14670067,0.49,-23.65670067,-6.740279396,Pass Low,2.625,1.026086957,-1.598913043,-1.183392343,Pass Low
1340-1345,1340,1345,557290,319130,558020,320300,1,48,1413,0,977,1.12,2.11,108.08,47.06,,,,,,,,,,,,,,,,,,,,,
2773-1346,2773,1346,554850,319990,555000,319940,1,48,200,0.01,965.62,51.61,5.57,20.57,35,,,,,,,,,,,,,,,,,,,,,
1345-1346,1345,1346,558020,320300,555000,319940,1,80,3078,0,1720,2.16,1.07,139.58,79.39,,,,,,,,,,,,,,,,,,,,,
2896-1346,2896,1346,555080,319010,555000,319940,1,48,927,0,708.81,18.56,6.15,75.68,44.1,,,,,,,,,,,,,,,,,,,,,
1309-1347,1309,1347,548110,321080,550300,319950,1,96,2488,0,1980,26.88,8.71,102.01,87.8,,,,,,,,,,,,,,,,,,,,,
2773-1347,2773,1347,554850,319990,550300,319950,1,64,4968,0.02,317.8,4.05,11.7,291.15,61.43,,,,,,,,,,,,,,,,,,,,,
2768-1347,2768,1347,551950,319120,550300,319950,1,96,1911,0,1742,26.75,7.84,79.5,86.53,,,,,,,,,,,,,,,,,,,,,
2653-1350,2653,1350,566650,316850,567040,318250,1,64,1168,0,977,7.12,0,65.7,64,,,,,,,,,,,,,,,,,,,,,
1321-1350,1321,1350,568930,319620,567040,318250,1,64,2501,0,977,10.69,0.03,140.71,63.99,,,,,,,,,,,,,,,,,,,,,
2013-2000,2013,2000,565640,322470,565770,322460,1,30,140,0,1250,13.53,0,16.8,30,,,,,,,,,,,,,,,,,,,,,
1132-2001,1132,2001,562430,319430,562470,319370,1,32,79,0,1889.62,2.47,1.12,10.01,28.41,,,,,,,,,,,,,,,,,,,,,
2002-2001,2002,2001,562650,319300,562470,319370,1,48,196,0,2071.64,5.48,0.92,15.62,45.18,Calibration,155,113.4334783,-41.56652174,-3.587900106,Pass Low,141,102.26,-38.74,-3.51268546,Pass Low,14,11.13,-2.87,-0.809656208,Pass Low,0,0.043478261,0.043478261,0.294883912,Pass Low
6004-2001,6004,2001,562390,319340,562470,319370,1,32,60,0.01,1268.02,4.9,1.75,8.5,25.41,,,,,,,,,,,,,,,,,,,,,
2001-2002,2001,2002,562470,319370,562650,319300,1,48,196,0.04,820.68,12.21,8.61,23.31,30.28,Calibration,92,100.0795652,8.079565217,0.824446363,Pass Low,82,88.41,6.41,0.694425226,Pass Low,10,11.6,1.6,0.486864496,Pass Low,0,0.069565217,0.069565217,0.373001923,Pass Low
1073-2002,1073,2002,562640,319530,562650,319300,1,40,236,0.02,1070.99,41,7.97,29.21,29.09,Calibration,438,437.1121739,-0.887826087,-0.042443485,Pass Low,358,356.7,-1.3,-0.068769594,Pass Low,79,78.86,-0.14,-0.015758214,Pass Low,1,1.552173913,0.552173913,0.488805124,Pass Low
1114-2002,1114,2002,562240,319090,562650,319300,1,40,454,0.05,1037.62,49.11,9.76,50.62,32.29,Calibration,567,502.806087,-64.19391304,-2.775596398,Pass Low,495,430.47,-64.53,-2.999822031,Pass Low,67,67.11,0.11,0.013433126,Pass Low,5,5.226086957,0.226086957,0.09998521,Pass Low
7044-2003,7044,2003,562800,320280,562800,320220,1,40,61,0,1900,26.37,0,5.49,40,,,,,,,,,,,,,,,,,,,,,
2042-2003,2042,2003,562770,320070,562800,320220,1,40,151,0,1900,21.25,0,13.59,40,,,,,,,,,,,,,,,,,,,,,
1035-2006,1035,2006,562070,320360,562110,320380,2,40,44,0,3299.94,26.64,0.74,4.7,33.68,,,,,,,,,,,,,,,,,,,,,
4014-2006,4014,2006,562110,320440,562110,320380,1,30,60,0.06,561.58,18.96,7.83,15.03,14.38,,,,,,,,,,,,,,,,,,,,,
2008-2007,2008,2007,562100,319750,562190,319790,1,30,125,0,1250,11.12,0,15,30,,,,,,,,,,,,,,,,,,,,,
1064-2008,1064,2008,562090,319790,562100,319750,2,48,40,0,3943.88,16.1,0.54,3.54,40.63,Calibration,597,592.5630435,-4.436956522,-0.181930888,Pass Low,482,473.46,-8.54,-0.390720874,Pass Low,106,106.49,0.49,0.047538101,Pass Low,9,12.61304348,3.613043478,1.099082321,Pass Low
2007-2008,2007,2008,562190,319790,562100,319750,1,30,125,0.04,481.07,11.11,8.52,23.52,19.14,,,,,,,,,,,,,,,,,,,,,
1067-2008,1067,2008,562110,319690,562100,319750,2,48,55,0.04,4420.52,23.52,0.89,5.02,39.45,Calibration,970,980.2452174,10.24521739,0.328088921,Pass Mid,817,829.69,12.69,0.442252907,Pass Mid,132,129.29,-2.71,-0.237095272,Pass Low,21,21.26521739,0.265217391,0.057693308,Pass Low
2013-2010,2013,2010,565640,322470,565610,322360,1,30,110,0,1250,4.53,0,13.2,30,,,,,,,,,,,,,,,,,,,,,
1014-2012,1014,2012,561940,320530,561830,320550,1,32,113,0,1100,36.67,0,12.71,32,,,,,,,,,,,,,,,,,,,,,
1031-2012,1031,2012,561790,320430,561830,320550,1,32,130,0,1730,6.19,0,14.63,32,,,,,,,,,,,,,,,,,,,,,
1006-2013,1006,2013,565600,322630,565640,322470,1,48,110,0,1786.62,12.61,1.15,9.4,42.12,,,,,,,,,,,,,,,,,,,,,
2000-2013,2000,2013,565770,322460,565640,322470,1,30,140,0.01,1044.67,17.97,5.18,21.98,22.93,,,,,,,,,,,,,,,,,,,,,
2010-2013,2010,2013,565610,322360,565640,322470,1,30,110,0,1959.53,3.34,0.97,14.17,27.95,,,,,,,,,,,,,,,,,,,,,
1005-2014,1005,2014,564550,322400,564190,322040,1,48,507,0,1720,24.34,3.18,41.21,44.29,Calibration,466,413.7495652,-52.25043478,-2.49129626,Pass Low,424,360.86,-63.14,-3.187303924,Pass Low,35,52.22,17.22,2.607594785,Pass Low,7,0.669565217,-6.330434783,-3.232683335,Pass Low
2115-2014,2115,2014,564430,322000,564190,322040,2,30,240,0.18,1093.44,31.48,8.33,37.13,23.27,,,,,,,,,,,,,,,,,,,,,
1004-2014,1004,2014,564160,322010,564190,322040,2,48,40,0.01,2625.64,13.48,1.79,4.79,30.03,,,,,,,,,,,,,,,,,,,,,
5005-2015,5005,2015,561630,319800,561570,319960,1,32,164,0,9999.9,3.64,0,18.45,32,,,,,,,,,,,,,,,,,,,,,
7013-2022,7013,2022,565110,320250,565080,320260,2,40,37,0,1300,79.88,15.22,18.55,7.18,Calibration,988,1002.429565,14.42956522,0.457398606,Pass Mid,924,933.3,9.3,0.305180596,Pass Mid,60,61.46,1.46,0.187348929,Pass Low,4,7.669565217,3.669565217,1.519155641,Pass Low
2200-2022,2200,2022,564980,320270,565080,320260,2,40,97,0.55,822.79,61.78,15.81,24.54,14.23,Calibration,605,473.5234783,-131.4765217,-5.66172019,Fail Low,532,404.14,-127.86,-5.909888628,Fail Low,63,62.64,-0.36,-0.04542067,Pass Low,10,6.743478261,-3.256521739,-1.125501656,Pass Low
2024-2022,2024,2022,565230,320380,565080,320260,2,30,200,0.05,941.78,14.28,9.1,33.1,21.75,Calibration,131,133.783913,2.783913043,0.241949576,Pass Low,125,127.21,2.21,0.196800465,Pass Low,6,6,0,0,Pass Low,0,0.573913043,0.573913043,1.071366458,Pass Low
2200-2023,2200,2023,564980,320270,564820,320300,2,40,165,0.01,1275.01,38.87,8.81,23.66,25.11,,,,,,,,,,,,,,,,,,,,,
7040-2023,7040,2023,564480,320370,564820,320300,2,40,345,0.01,1285.64,52.13,12.54,43.59,28.49,Validation,530.3333333,635.9065217,105.5731884,4.371945065,Fail Low,446.141522,527.5,81.35847804,3.68738318,Pass Low,81.85847804,102.05,20.19152196,2.105635424,Pass Low,2.333333333,6.356521739,4.023188406,1.930096851,Pass Low
2025-2023,2025,2023,564830,320380,564820,320300,1,30,100,0.11,692.72,22.99,11.5,23.5,15.32,,,,,,,,,,,,,,,,,,,,,
2022-2024,2022,2024,565080,320260,565230,320380,1,30,200,0,1250,52.55,0,24,30,Calibration,665,652.8521739,-12.14782609,-0.473238659,Pass Low,647,633.82,-13.18,-0.520818447,Pass Low,15,15.98,0.98,0.249000585,Pass Low,3,3.052173913,0.052173913,0.029992503,Pass Low
2023-2025,2023,2025,564820,320300,564830,320380,1,30,100,0,1250,2.43,0,12,30,,,,,,,,,,,,,,,,,,,,,
1107-2026,1107,2026,565160,320240,565100,320070,1,48,183,0,1220,15.17,7.24,20.96,31.43,,,,,,,,,,,,,,,,,,,,,
2997-2026,2997,2026,564710,319740,565100,320070,1,48,553,0,1220,18.69,7.31,48.79,40.8,,,,,,,,,,,,,,,,,,,,,
2075-2031,2075,2031,563420,320670,563470,320520,1,30,163,0.04,417.42,11.12,9.48,29.04,20.21,,,,,,,,,,,,,,,,,,,,,
7048-2031,7048,2031,563590,320730,563470,320520,1,48,252,0.02,2377.88,30.23,1.39,20.29,44.71,,,,,,,,,,,,,,,,,,,,,
1019-2031,1019,2031,563460,320480,563470,320520,1,48,43,0,1862.85,25.98,1.31,4.53,34.17,Calibration,485,469.9547826,-15.04521739,-0.688528721,Pass Low,424,409.61,-14.39,-0.704846153,Pass Low,58,57.31,-0.69,-0.090872108,Pass Low,3,3.034782609,0.034782609,0.020023792,Pass Low
1013-2032,1013,2032,563620,320760,563860,320760,1,32,245,0.04,660,44.35,15.26,42.82,20.6,,,,,,,,,,,,,,,,,,,,,
2033-2032,2033,2032,564090,320660,563860,320760,1,30,201,0.02,1022.75,24.89,7.93,32.05,22.58,,,,,,,,,,,,,,,,,,,,,
1021-2032,1021,2032,563940,320440,563860,320760,1,32,414,0.03,660,33.42,13.79,60.36,24.69,,,,,,,,,,,,,,,,,,,,,
2032-2033,2032,2033,563860,320760,564090,320660,1,30,201,0,1250,19.87,0,24.12,30,,,,,,,,,,,,,,,,,,,,,
1120-2034,1120,2034,562530,320700,562440,320830,1,30,150,0,1719.34,7.8,1.14,19.14,28.22,,,,,,,,,,,,,,,,,,,,,
2609-2034,2609,2034,562370,320820,562440,320830,1,30,100,0.01,556.69,9.64,6.81,18.81,19.14,,,,,,,,,,,,,,,,,,,,,
