Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed,Distance,Average_Q,Capacity,V_C,Delay,Total_Time,Net_Speed,CalValFlag,AllObs,AllMod,AllDiff,AllGEH,AllFlowTest,CarObs,CarMod,CarDiff,CarGEH,CarFlowTest,LGVObs,LGVMod,LGVDiff,LGVGEH,LGVFlowTest,HGVObs,HGVMod,HGVDiff,HGVGEH,HGVFlowTest
1008-1228,1008,1228,562050,321300,562000,321020,1,64,303,1.43,990,51.1,14.04,31.08,35.09,Calibration,483.625,488.1391304,4.514130435,0.204789964,Pass Low,428.6450767,429.66,1.014923268,0.048992248,Pass Low,50.60492327,50.94,0.335076732,0.047025147,Pass Low,4.375,7.539130435,3.164130435,1.296397547,Pass Low
1029-1228,1029,1228,561850,320710,562000,321020,1,64,341,2.76,990,80,22.99,42.17,29.11,,,,,,,,,,,,,,,,,,,,,
1235-1230,1235,1230,560680,318710,560580,318840,2,96,172,0,3440,31.02,0.12,6.57,94.29,Calibration,1223,978.8026087,-244.1973913,-7.3598138,Fail Mid,975,799.87,-175.13,-5.878848537,Fail Mid,158,110.95,-47.05,-4.057316165,Pass Low,90,67.9826087,-22.0173913,-2.4772864,Pass Low
1209-1230,1209,1230,560330,318990,560580,318840,2,96,290,0,3483,23.3,0.43,11.31,92.33,,,,,,,,,,,,,,,,,,,,,
1234-1231,1234,1231,560730,318650,560680,318680,2,48,69,0,3200,36.53,0.89,6.06,40.98,,,,,,,,,,,,,,,,,,,,,
1221-1231,1221,1231,560680,318630,560680,318680,2,96,90,0.71,1410.52,68.16,7.1,10.48,30.92,Calibration,777,929.3808696,152.3808696,5.216839297,Fail Mid,606,772.95,166.95,6.358097181,Fail Low,136,134.87,-1.13,-0.097098604,Pass Low,35,21.56086957,-13.43913043,-2.527133169,Pass Low
1233-1232,1233,1232,560880,318620,560750,318660,2,96,142,85.79,1919.75,108.29,172,177.33,2.88,Calibration,2135,1937.84913,-197.1508696,-4.368823839,Pass Mid,1730,1621.26,-108.74,-2.656441553,Pass Mid,272,208.15,-63.85,-4.120855944,Pass Low,133,108.4391304,-24.56086957,-2.235398254,Pass Low
1220-1232,1220,1232,560810,318730,560750,318660,2,48,95,0,3200,15.66,0.67,7.79,43.89,,,,,,,,,,,,,,,,,,,,,
3003-1233,3003,1233,561500,318200,560880,318620,2,96,742,0,3483,59.68,9.62,37.45,71.33,,,,,,,,,,,,,,,,,,,,,
1220-1233,1220,1233,560810,318730,560880,318620,2,96,148,0,3483,42.43,0.88,6.43,82.92,Calibration,1397,1368.366087,-28.63391304,-0.770050812,Pass Mid,1095,1101.5,6.5,0.196138455,Pass Mid,216,182.54,-33.46,-2.370309058,Pass Low,86,84.32608696,-1.673913043,-0.18138748,Pass Low
1232-1234,1232,1234,560750,318660,560730,318650,3,48,20,0,4800,50.44,0.76,2.26,31.91,,,,,,,,,,,,,,,,,,,,,
1231-1235,1231,1235,560680,318680,560680,318710,2,48,20,0,3200,66.57,1.68,3.18,22.64,,,,,,,,,,,,,,,,,,,,,
1218-1236,1218,1236,560740,318780,560760,318790,2,48,25,0,3200,58.59,1.36,3.23,27.85,,,,,,,,,,,,,,,,,,,,,
1236-1237,1236,1237,560760,318790,560800,318770,2,48,60,0,3200,43.01,0.99,5.49,39.37,,,,,,,,,,,,,,,,,,,,,
1219-1237,1219,1237,560810,318820,560800,318770,2,48,60,0.91,916.6,65.76,9.77,14.27,15.13,Calibration,563,586.1969565,23.19695652,0.967717896,Pass Low,472,489.43,17.43,0.794975144,Pass Low,81,86.98,5.98,0.652510333,Pass Low,10,9.786956522,-0.213043478,-0.067731975,Pass Low
1326-1305,1326,1305,574250,314030,575790,313090,2,96,1900,0.1,1980,33.24,10.24,81.49,83.94,,,,,,,,,,,,,,,,,,,,,
2750-1305,2750,1305,575810,313060,575790,313090,1,96,57,0,1723.27,33.92,1.58,3.72,55.2,,,,,,,,,,,,,,,,,,,,,
2854-1305,2854,1305,575690,313010,575790,313090,1,80,110,0.47,809.45,46.45,6.89,11.84,33.44,,,,,,,,,,,,,,,,,,,,,
2707-1308,2707,1308,551210,313990,549280,312100,2,96,2700,0,2200,46.57,17.63,118.88,81.76,,,,,,,,,,,,,,,,,,,,,
2106-1308,2106,1308,547200,307820,549280,312100,2,96,5000,0.05,1980,40.41,42.14,229.64,78.38,,,,,,,,,,,,,,,,,,,,,
2826-1308,2826,1308,546190,309930,549280,312100,1,56,4130,0.06,1200.24,18.62,12.94,278.44,53.4,,,,,,,,,,,,,,,,,,,,,
2114-1309,2114,1309,544130,321780,548110,321080,2,96,4300,0,1664.89,35.82,25.05,186.3,83.09,,,,,,,,,,,,,,,,,,,,,
2770-1309,2770,1309,547880,321230,548110,321080,1,48,250,0,1284.11,0.91,12.43,31.18,28.86,,,,,,,,,,,,,,,,,,,,,
1347-1309,1347,1309,550300,319950,548110,321080,1,96,2488,0,1667.47,41.68,18.31,111.61,80.25,,,,,,,,,,,,,,,,,,,,,
1322-1320,1322,1320,573150,319280,571990,322760,1,64,3600,0,1720,13.33,0.15,202.65,63.95,,,,,,,,,,,,,,,,,,,,,
2791-1321,2791,1321,569350,319590,568930,319620,1,80,210,0,1720.33,18.25,1.28,10.73,70.46,,,,,,,,,,,,,,,,,,,,,
1350-1321,1350,1321,567040,318250,568930,319620,1,64,2501,0.03,527.06,11.39,7.58,148.26,60.73,,,,,,,,,,,,,,,,,,,,,
1204-1321,1204,1321,566250,320000,568930,319620,1,80,2689,0,1555.58,28.34,10.36,131.36,73.69,,,,,,,,,,,,,,,,,,,,,
7503-1322,7503,1322,572140,319380,573150,319280,1,48,1030,0.01,873.82,45.38,15.69,92.94,39.9,Calibration,212,390.9526087,178.9526087,10.30650557,Fail Low,187.4406064,355.74,168.2993936,10.21234367,Fail Low,22.12883809,32.43,10.30116191,1.972280381,Pass Low,2.430555556,2.782608696,0.35205314,0.218058247,Pass Low
1320-1322,1320,1322,571990,322760,573150,319280,1,64,3600,0.1,496.77,34.13,9.17,211.67,61.23,,,,,,,,,,,,,,,,,,,,,
2692-1322,2692,1322,579110,320980,573150,319280,1,64,7100,0,1716.51,3.66,1.1,400.47,63.82,,,,,,,,,,,,,,,,,,,,,
2793-1322,2793,1322,573190,319240,573150,319280,1,48,38,0.32,579.74,76.4,13.48,16.33,8.38,,,,,,,,,,,,,,,,,,,,,
2505-1323,2505,1323,564210,317050,564610,316570,2,80,601,0.13,1980,40.8,8.95,36,60.11,Calibration,864.4285714,870.29,5.861428571,0.199023317,Pass Mid,754.4971095,759.61,5.112890499,0.185824593,Pass Mid,89.07431907,90.28,1.20568093,0.127318487,Pass Low,20.85714286,20.4,-0.457142857,-0.10065083,Pass Low
2650-1323,2650,1323,564710,316500,564610,316570,1,96,130,0,1719.23,44.34,1.88,6.75,69.29,,,,,,,,,,,,,,,,,,,,,
2853-1323,2853,1323,564540,316470,564610,316570,1,48,180,0.17,738.09,20.57,5.79,19.29,33.6,,,,,,,,,,,,,,,,,,,,,
2735-1324,2735,1324,566170,316580,566300,315960,1,48,647,0.25,319.95,35.39,14.55,63.07,36.93,,,,,,,,,,,,,,,,,,,,,
2654-1324,2654,1324,568430,316090,566300,315960,1,96,2100,0.01,1615.44,42.9,8.57,87.32,86.58,,,,,,,,,,,,,,,,,,,,,
2655-1324,2655,1324,566240,315950,566300,315960,1,64,62,0,1670.14,48.14,2.08,5.56,40.12,,,,,,,,,,,,,,,,,,,,,
2760-1325,2760,1325,568830,316230,569220,316300,1,96,570,0,1729.3,37.74,1.67,23.05,89.04,,,,,,,,,,,,,,,,,,,,,
7503-1325,7503,1325,572140,319380,569220,316300,1,48,5200,0,302.4,0.49,12.03,402.03,46.56,,,,,,,,,,,,,,,,,,,,,
2713-1325,2713,1325,569590,316210,569220,316300,1,96,450,0,1730,40.78,1.76,18.63,86.95,,,,,,,,,,,,,,,,,,,,,
2802-1326,2802,1326,573860,314270,574250,314030,1,96,450,0,2672.45,23.08,0.88,17.75,91.26,,,,,,,,,,,,,,,,,,,,,
2745-1326,2745,1326,574770,316530,574250,314030,1,64,2900,0.16,504.49,36.83,9.56,172.68,60.46,,,,,,,,,,,,,,,,,,,,,
1305-1326,1305,1326,575790,313090,574250,314030,1,96,1900,0.26,1549.17,56.81,15.19,86.44,79.13,,,,,,,,,,,,,,,,,,,,,
2857-1327,2857,1327,566320,315280,566540,314910,1,48,417,0,1730,0.92,1.05,32.33,46.44,,,,,,,,,,,,,,,,,,,,,
2654-1327,2654,1327,568430,316090,566540,314910,1,64,2300,0,715.22,1.95,5.58,134.96,61.35,,,,,,,,,,,,,,,,,,,,,
2657-1327,2657,1327,566490,314770,566540,314910,1,48,110,0,965.32,1.95,3.59,11.84,33.44,,,,,,,,,,,,,,,,,,,,,
2878-1328,2878,1328,563110,316030,563120,315980,1,64,51,0,1719.09,71.87,3.7,6.57,27.94,Calibration,1092,1159.684348,67.68434783,2.017202473,Pass Mid,950,1000.22,50.22,1.608236458,Pass Mid,92,104.26,12.26,1.237626417,Pass Low,50,55.20434783,5.204347826,0.717570321,Pass Low
2723-1328,2723,1328,563430,316090,563120,315980,1,48,350,0.29,190.82,31.5,24.07,50.32,25.04,Calibration,60.625,59.96565217,-0.659347826,-0.08491272,Pass Low,54.11168939,54.85,0.738310606,0.100026988,Pass Low,6.388310606,5.02,-1.368310606,-0.572913456,Pass Low,0.125,0.095652174,-0.029347826,-0.088356159,Pass Low
2877-1328,2877,1328,563160,315800,563120,315980,1,64,120,0.01,1603.3,65.61,5.1,11.85,36.46,Calibration,916,985.353913,69.35391304,2.249336787,Pass Mid,711,777.97,66.97,2.454439451,Pass Mid,159,159.21,0.21,0.016648587,Pass Low,46,48.17391304,2.173913043,0.316804877,Pass Low
2711-1329,2711,1329,563550,314060,563550,313990,1,64,57,0,1729.24,62.08,2.74,5.94,34.52,,,,,,,,,,,,,,,,,,,,,
2858-1329,2858,1329,566080,314720,563550,313990,1,48,2914,0.04,332.98,7.72,11.88,230.43,45.52,,,,,,,,,,,,,,,,,,,,,
2705-1329,2705,1329,563580,313440,563550,313990,1,64,600,0.01,1650.24,59.97,9.27,43.02,50.2,,,,,,,,,,,,,,,,,,,,,
2823-1330,2823,1330,563790,312270,563800,312250,2,64,25,0,1600,68.27,8.65,10.05,8.95,,,,,,,,,,,,,,,,,,,,,
2658-1330,2658,1330,564690,311270,563800,312250,1,80,1200,0.37,720.17,53.47,15.81,69.81,61.88,Calibration,307.7239186,343.8513043,36.12738578,2.001562952,Pass Low,218.9364,252.99,34.0536,2.216873397,Pass Low,58.87890715,59.17,0.291092853,0.03788921,Pass Low,29.90861142,31.69130435,1.782692926,0.321219188,Pass Low
1332-1330,1332,1330,563690,311080,563800,312250,1,96,1151,0.35,854.1,62.71,12.91,56.07,73.9,Calibration,454.8028615,519.29,64.48713848,2.922051888,Pass Low,357.25095,414.57,57.31905,2.917801212,Pass Low,87.58237438,93.72,6.137625619,0.64463465,Pass Low,9.969537141,11,1.030462859,0.318238647,Pass Low
2686-1330,2686,1330,562880,311320,563800,312250,1,64,1480,0.06,597.03,11.08,9.3,92.55,57.57,Calibration,69.97623607,63.18695652,-6.78927955,-0.832044568,Pass Low,61.1444,55.62,-5.5244,-0.723010973,Pass Low,8.831836072,5.28,-3.551836072,-1.33713775,Pass Low,0,2.286956522,2.286956522,2.138670859,Pass Low
2658-1331,2658,1331,564690,311270,564730,311190,1,64,100,0,1713.46,23.42,1.39,7.02,51.31,,,,,,,,,,,,,,,,,,,,,
2759-1331,2759,1331,565050,310680,564730,311190,1,80,600,0,1717.95,23.79,3.06,30.06,71.86,Calibration,322.0504077,367.4473913,45.39698361,2.444981363,Pass Low,257.4160443,275.91,18.49395568,1.132526607,Pass Low,30.23946024,59.82,29.58053976,4.40815059,Pass Low,34.39490314,31.7173913,-2.677511831,-0.465698974,Pass Low
2800-1331,2800,1331,564090,311040,564730,311190,1,64,791,0.02,464.37,5.4,8.18,52.67,54.06,,,,,,,,,,,,,,,,,,,,,
1330-1332,1330,1332,563800,312250,563690,311080,1,96,1151,0,1688.47,37.34,4.5,47.66,86.94,Calibration,560.2963769,605.5604348,45.26405787,1.874760851,Pass Low,496.79825,524.69,27.89175,1.23416741,Pass Low,50.53772863,61.64,11.10227137,1.482427678,Pass Low,12.96039828,19.23043478,6.2700365,1.56285598,Pass Low
2800-1332,2800,1332,564090,311040,563690,311080,1,64,280,0.14,392.5,27.79,11.1,26.85,37.54,,,,,,,,,,,,,,,,,,,,,
2668-1332,2668,1332,563590,310360,563690,311080,1,96,750,0,1602.87,29.53,1.76,29.88,90.36,,,,,,,,,,,,,,,,,,,,,
2686-1332,2686,1332,562880,311320,563690,311080,1,48,850,0.01,356.35,1.94,10.31,74.06,41.32,,,,,,,,,,,,,,,,,,,,,
2668-1333,2668,1333,563590,310360,563580,310320,1,96,37,0,1705.36,32.94,1.57,2.96,44.99,,,,,,,,,,,,,,,,,,,,,
2659-1333,2659,1333,565450,309200,563580,310320,1,80,2200,0.24,382.74,39.74,12.52,111.52,71.02,,,,,,,,,,,,,,,,,,,,,
2665-1333,2665,1333,563350,308470,563580,310320,1,96,1900,0,1730,27.15,3.64,74.89,91.33,Calibration,501.1817246,457.6813043,-43.50042023,-1.986690263,Pass Low,441.8044359,377.97,-63.83443587,-3.152991769,Pass Low,51.90013585,70.42,18.51986415,2.368120608,Pass Low,7.477152856,9.291304348,1.814151492,0.626530179,Pass Low
1336-1334,1336,1334,561890,311120,561980,310470,1,48,650,0,1581.25,5.73,1.21,49.96,46.84,,,,,,,,,,,,,,,,,,,,,
2851-1334,2851,1334,562330,310530,561980,310470,1,48,370,0.02,1106.66,18.39,2,29.75,44.77,,,,,,,,,,,,,,,,,,,,,
2667-1334,2667,1334,561660,309020,561980,310470,1,64,1480,0,977,10.58,2.44,85.69,62.18,,,,,,,,,,,,,,,,,,,,,
2764-1336,2764,1336,561760,311190,561890,311120,1,48,150,0,1608.71,10.17,1.25,12.5,43.21,,,,,,,,,,,,,,,,,,,,,
2686-1336,2686,1336,562880,311320,561890,311120,1,64,1300,0.02,531.98,14.99,7.46,80.58,58.08,,,,,,,,,,,,,,,,,,,,,
1334-1336,1334,1336,561980,310470,561890,311120,1,48,650,0,1730,14.67,1.22,49.97,46.83,,,,,,,,,,,,,,,,,,,,,
2706-1337,2706,1337,559710,311760,557130,312440,1,48,2900,0,977,18.98,7.44,224.94,46.41,,,,,,,,,,,,,,,,,,,,,
2687-1337,2687,1337,552890,310540,557130,312440,1,48,5400,0.01,565.23,8.33,7.22,412.22,47.16,,,,,,,,,,,,,,,,,,,,,
2882-1337,2882,1337,555410,313240,557130,312440,1,48,1900,0,977,9.49,2.77,145.27,47.08,,,,,,,,,,,,,,,,,,,,,
2703-1337,2703,1337,557450,313930,557130,312440,1,48,1500,0.01,553.34,10.01,7.15,119.65,45.13,Validation,66.88888889,55.09304348,-11.79584541,-1.510415089,Pass Low,59.62720594,47.31,-12.31720594,-1.684468075,Pass Low,7.039460722,7.57,0.530539278,0.196297807,Pass Low,0.222222222,0.213043478,-0.009178744,-0.019675285,Pass Low
2689-1338,2689,1338,556380,316890,557340,317090,1,64,1200,0.03,722.49,7.96,14.47,81.97,52.7,,,,,,,,,,,,,,,,,,,,,
1208-1338,1208,1338,560380,318230,557340,317090,1,96,3300,0,1940,64.53,58.78,182.53,65.08,,,,,,,,,,,,,,,,,,,,,
1339-1338,1339,1338,553950,314960,557340,317090,2,96,4408,0.04,2080.54,43.45,24.62,189.92,83.56,Calibration,697.3333333,873.6486957,176.3153623,6.290997944,Fail Low,565.3333333,721.11,155.7766667,6.142173416,Fail Low,101.3333333,132.33,30.99666667,2.867706541,Pass Low,30.66666667,20.20869565,-10.45797101,-2.073522126,Pass Low
2698-1339,2698,1339,553250,314870,553950,314960,2,96,700,0,3375.09,24.27,0.7,26.95,93.49,,,,,,,,,,,,,,,,,,,,,
2822-1339,2822,1339,553660,314990,553950,314960,1,80,300,0.01,1447.86,5.86,4.38,17.88,60.4,,,,,,,,,,,,,,,,,,,,,
1338-1339,1338,1339,557340,317090,553950,314960,2,96,4408,0,3460,31.87,8.39,173.69,91.36,Calibration,966,1067.680435,101.6804348,3.18868073,Pass Mid,828,909.65,81.65,2.770065476,Pass Mid,104,134,30,2.750095491,Pass Low,34,24.03043478,-9.969565217,-1.850816252,Pass Low
2896-1340,2896,1340,555080,319010,557290,319130,1,96,2200,0.01,1742,40.59,19.2,101.7,77.88,Calibration,632,770.3747826,138.3747826,5.225644996,Fail Low,538.4336697,615.69,77.25633032,3.216050793,Pass Low,63.56633032,97.55,33.98366968,3.786304091,Pass Low,30,57.13478261,27.13478261,4.110981935,Pass Low
1345-1340,1345,1340,558020,320300,557290,319130,1,48,1413,0.03,195.79,4,18.98,124.95,40.71,,,,,,,,,,,,,,,,,,,,,
1209-1340,1209,1340,560330,318990,557290,319130,1,96,3090,0,1742,53.2,44.47,160.34,69.38,Validation,1116,978.8026087,-137.1973913,-4.239252632,Pass Mid,953.9756679,799.87,-154.1056679,-5.204007607,Fail Mid,112.6243321,110.95,-1.674332098,-0.15836005,Pass Low,49.4,67.9826087,18.5826087,2.425603447,Pass Low
2603-1340,2603,1340,556280,316920,557290,319130,1,64,2900,0.02,319.8,3.8,11.96,175.09,59.63,,,,,,,,,,,,,,,,,,,,,
2896-1341,2896,1341,555080,319010,554990,319010,1,96,81,0,1742,31.64,1.62,4.65,62.67,,,,,,,,,,,,,,,,,,,,,
2821-1341,2821,1341,553670,315030,554990,319010,1,80,4440,0.19,757.01,18.18,6.61,206.41,77.44,,,,,,,,,,,,,,,,,,,,,
2768-1341,2768,1341,551950,319120,554990,319010,1,96,3100,0.05,1742,30.95,14.76,131.01,85.19,,,,,,,,,,,,,,,,,,,,,
1210-1342,1210,1342,560300,319920,560170,320000,1,64,151,0,1730,12.87,0,8.49,64,,,,,,,,,,,,,,,,,,,,,
1343-1342,1343,1342,559550,320230,560170,320000,1,48,661,0,1730,6.98,0,49.57,48,,,,,,,,,,,,,,,,,,,,,
1344-1343,1344,1343,559010,320300,559550,320230,1,48,545,0,1715.5,7.41,1.13,42.01,46.71,,,,,,,,,,,,,,,,,,,,,
1211-1343,1211,1343,560380,320570,559550,320230,1,48,1048,0,1214.84,0.66,2.32,80.92,46.63,,,,,,,,,,,,,,,,,,,,,
1342-1343,1342,1343,560170,320000,559550,320230,1,48,661,0,1730,12.87,1.19,50.77,46.87,,,,,,,,,,,,,,,,,,,,,
1343-1344,1343,1344,559550,320230,559010,320300,1,48,545,0,1123.93,20.52,7.82,48.69,40.29,,,,,,,,,,,,,,,,,,,,,
1345-1344,1345,1344,558020,320300,559010,320300,1,48,1022,0,1077.09,5.95,7.66,84.31,43.64,Calibration,207,60.02391304,-146.976087,-12.71998504,Fail Low,184.2480664,57.66,-126.5880664,-11.51019255,Fail Low,21.75193363,2.29,-19.46193363,-5.613274597,Pass Low,1,0.073913043,-0.926086957,-1.26381122,Pass Low
2767-1344,2767,1344,558970,320540,559010,320300,1,32,230,0,1116.67,10.24,7,32.88,25.18,,,,,,,,,,,,,,,,,,,,,
1346-1345,1346,1345,555000,319940,558020,320300,1,80,3078,0,1720,2.02,1.07,139.58,79.39,,,,,,,,,,,,,,,,,,,,,
1344-1345,1344,1345,559010,320300,558020,320300,1,48,1022,0,1711.12,8.73,1.57,78.22,47.04,Calibration,193,143.4995652,-49.50043478,-3.81620554,Pass Low,170.720144,139.37,-31.35014402,-2.517738128,Pass Low,20.15485598,4.06,-16.09485598,-4.625526225,Pass Low,2.125,0.069565217,-2.055434783,-1.962205341,Pass Low
1340-1345,1340,1345,557290,319130,558020,320300,1,48,1413,0,977,2.34,1.9,107.87,47.16,,,,,,,,,,,,,,,,,,,,,
2773-1346,2773,1346,554850,319990,555000,319940,1,48,200,0.03,731.04,39.66,7.16,22.16,32.49,,,,,,,,,,,,,,,,,,,,,
1345-1346,1345,1346,558020,320300,555000,319940,1,80,3078,0,1720,8.12,1.26,139.77,79.28,,,,,,,,,,,,,,,,,,,,,
2896-1346,2896,1346,555080,319010,555000,319940,1,48,927,0.05,677.62,47.6,8.1,77.63,42.99,,,,,,,,,,,,,,,,,,,,,
1309-1347,1309,1347,548110,321080,550300,319950,1,96,2488,0,1980,22.36,6.15,99.45,90.06,,,,,,,,,,,,,,,,,,,,,
2773-1347,2773,1347,554850,319990,550300,319950,1,64,4968,0.01,319.61,2.7,11.54,290.99,61.46,,,,,,,,,,,,,,,,,,,,,
2768-1347,2768,1347,551950,319120,550300,319950,1,96,1911,0,1742,31.92,10.88,82.55,83.34,,,,,,,,,,,,,,,,,,,,,
2653-1350,2653,1350,566650,316850,567040,318250,1,64,1168,0,977,6.14,0,65.7,64,,,,,,,,,,,,,,,,,,,,,
1321-1350,1321,1350,568930,319620,567040,318250,1,64,2501,0,977,3.92,0,140.68,64,,,,,,,,,,,,,,,,,,,,,
2013-2000,2013,2000,565640,322470,565770,322460,1,30,140,0,1250,12.05,0,16.8,30,,,,,,,,,,,,,,,,,,,,,
1132-2001,1132,2001,562430,319430,562470,319370,1,32,79,0,1706.74,4.32,1.46,10.34,27.5,,,,,,,,,,,,,,,,,,,,,
2002-2001,2002,2001,562650,319300,562470,319370,1,48,196,0,2066.6,4.78,0.91,15.61,45.19,Calibration,117,98.88,-18.12,-1.744082348,Pass Low,109,92,-17,-1.695765871,Pass Low,8,6.88,-1.12,-0.410611922,Pass Low,0,0,0,0,Pass Low
6004-2001,6004,2001,562390,319340,562470,319370,1,32,60,0,1284.09,3.4,1.75,8.5,25.42,,,,,,,,,,,,,,,,,,,,,
2001-2002,2001,2002,562470,319370,562650,319300,1,48,196,0.04,829.58,12.91,8.28,22.98,30.71,Calibration,107,107.0534783,0.053478261,0.005169293,Pass Low,96,94.23,-1.77,-0.181488353,Pass Low,11,12.78,1.78,0.516213164,Pass Low,0,0.043478261,0.043478261,0.294883912,Pass Low
1073-2002,1073,2002,562640,319530,562650,319300,1,40,236,0.02,1079.51,51.45,8.39,29.63,28.67,Calibration,551,555.1991304,4.199130435,0.178549117,Pass Low,509,511.52,2.52,0.111559043,Pass Low,42,43.54,1.54,0.235478411,Pass Low,0,0.139130435,0.139130435,0.527504379,Pass Low
1114-2002,1114,2002,562240,319090,562650,319300,1,40,454,0.04,1045.65,47.18,9.61,50.47,32.38,Calibration,490,492.9652174,2.965217391,0.13375267,Pass Low,420,420.16,0.16,0.007806457,Pass Low,70,72.54,2.54,0.300871005,Pass Low,0,0.265217391,0.265217391,0.728309538,Pass Low
7044-2003,7044,2003,562800,320280,562800,320220,1,40,61,0,1900,28.24,0,5.49,40,,,,,,,,,,,,,,,,,,,,,
2042-2003,2042,2003,562770,320070,562800,320220,1,40,151,0,1900,33.22,0,13.59,40,,,,,,,,,,,,,,,,,,,,,
1035-2006,1035,2006,562070,320360,562110,320380,2,40,44,0,3351.01,28.35,0.75,4.71,33.63,,,,,,,,,,,,,,,,,,,,,
4014-2006,4014,2006,562110,320440,562110,320380,1,30,60,0.18,513.44,36.14,9.61,16.81,12.85,,,,,,,,,,,,,,,,,,,,,
2008-2007,2008,2007,562100,319750,562190,319790,1,30,125,0,1250,4.3,0,15,30,,,,,,,,,,,,,,,,,,,,,
1064-2008,1064,2008,562090,319790,562100,319750,2,48,40,0,3984.83,19.47,0.56,3.56,40.44,Calibration,796,745.6326087,-50.3673913,-1.814153419,Pass Mid,729,676.75,-52.25,-1.970821296,Pass Mid,65,65.5,0.5,0.061898446,Pass Low,2,3.382608696,1.382608696,0.842787096,Pass Low
2007-2008,2007,2008,562190,319790,562100,319750,1,30,125,0.19,425.93,34.51,10.97,25.97,17.33,,,,,,,,,,,,,,,,,,,,,
1067-2008,1067,2008,562110,319690,562100,319750,2,48,55,0.02,4524.32,15.88,0.71,4.84,40.93,Calibration,712,688.0986957,-23.90130435,-0.903352549,Pass Mid,618,596.36,-21.64,-0.878210302,Pass Low,90,85.03,-4.97,-0.531269813,Pass Low,4,6.708695652,2.708695652,1.170595689,Pass Low
2013-2010,2013,2010,565640,322470,565610,322360,1,30,110,0,1250,5.31,0,13.2,30,,,,,,,,,,,,,,,,,,,,,
1014-2012,1014,2012,561940,320530,561830,320550,1,32,113,0,1100,17.26,0,12.71,32,,,,,,,,,,,,,,,,,,,,,
1031-2012,1031,2012,561790,320430,561830,320550,1,32,130,0,1730,19.21,0,14.63,32,,,,,,,,,,,,,,,,,,,,,
1006-2013,1006,2013,565600,322630,565640,322470,1,48,110,0,1799.05,12.01,1.14,9.39,42.19,,,,,,,,,,,,,,,,,,,,,
2000-2013,2000,2013,565770,322460,565640,322470,1,30,140,0.01,1028.77,16.97,5.22,22.02,22.89,,,,,,,,,,,,,,,,,,,,,
2010-2013,2010,2013,565610,322360,565640,322470,1,30,110,0,1969.06,4.67,0.97,14.17,27.95,,,,,,,,,,,,,,,,,,,,,
1005-2014,1005,2014,564550,322400,564190,322040,1,48,507,0,1720,32.35,4.82,42.84,42.6,Calibration,560,551.6017391,-8.39826087,-0.356229392,Pass Low,476,488.45,12.45,0.566949649,Pass Low,81,62.53,-18.47,-2.180271365,Pass Low,3,0.62173913,-2.37826087,-1.767322902,Pass Low
2115-2014,2115,2014,564430,322000,564190,322040,2,30,240,0.06,1019.4,11.57,7.49,36.29,23.81,,,,,,,,,,,,,,,,,,,,,
1004-2014,1004,2014,564160,322010,564190,322040,2,48,40,0.13,2586.4,22.01,3.85,6.85,21.01,,,,,,,,,,,,,,,,,,,,,
5005-2015,5005,2015,561630,319800,561570,319960,1,32,164,0,9999.9,2.94,0,18.45,32,,,,,,,,,,,,,,,,,,,,,
7013-2022,7013,2022,565110,320250,565080,320260,2,40,37,0,1300,48.15,9.85,13.18,10.11,Calibration,588,602.9295652,14.92956522,0.61181359,Pass Low,525,540.5,15.5,0.671537035,Pass Low,62,61.56,-0.44,-0.055979463,Pass Low,1,0.869565217,-0.130434783,-0.134908125,Pass Low
2200-2022,2200,2022,564980,320270,565080,320260,2,40,97,0.04,1194.46,31.11,11.96,20.69,16.88,Calibration,493,343.6804348,-149.3195652,-7.300488275,Fail Low,455,308.25,-146.75,-7.512071299,Fail Low,35,32.4,-2.6,-0.447876626,Pass Low,3,3.030434783,0.030434783,0.017527133,Pass Low
2024-2022,2024,2022,565230,320380,565080,320260,2,30,200,0.15,1044.5,44.09,9.66,33.66,21.39,Calibration,452,460.3734783,8.373478261,0.392043781,Pass Low,442,450.25,8.25,0.39059409,Pass Low,10,9.98,-0.02,-0.00632772,Pass Low,0,0.143478261,0.143478261,0.535683229,Pass Low
2200-2023,2200,2023,564980,320270,564820,320300,2,40,165,0.01,1290.58,61.97,10.27,25.12,23.64,,,,,,,,,,,,,,,,,,,,,
7040-2023,7040,2023,564480,320370,564820,320300,2,40,345,0.03,1253,43.72,11.97,43.02,28.87,Validation,441.2916667,518.7052174,77.41355072,3.533434733,Pass Low,393.3159572,453.43,60.11404279,2.921557028,Pass Low,46.43404279,61.31,14.87595721,2.026764481,Pass Low,1.541666667,3.965217391,2.423550725,1.460542319,Pass Low
2025-2023,2025,2023,564830,320380,564820,320300,1,30,100,0.01,800.57,4.67,10.6,22.6,15.93,,,,,,,,,,,,,,,,,,,,,
2022-2024,2022,2024,565080,320260,565230,320380,1,30,200,0,1250,12.7,0,24,30,Calibration,154,158.6204348,4.620434783,0.369563576,Pass Low,139,143.68,4.68,0.393652768,Pass Low,15,14.81,-0.19,-0.049213881,Pass Low,0,0.130434783,0.130434783,0.510753918,Pass Low
2023-2025,2023,2025,564820,320300,564830,320380,1,30,100,0,1250,9.34,0,12,30,,,,,,,,,,,,,,,,,,,,,
